sighting_id,vehicle_id,date,location_id,observed_driver,source
SIGHT_00322,VEH_0092,2022-08-12,LOC_0088,PERSON_00201,toll camera
SIGHT_00323,VEH_0093,2023-07-23,LOC_0095,PERSON_00214,parking record
SIGHT_00324,VEH_0094,2022-09-28,LOC_0102,PERSON_00227,CCTV summary
SIGHT_00325,VEH_0095,2025-08-24,LOC_0109,PERSON_00145,parking record
SIGHT_00326,VEH_0096,2025-01-05,LOC_0116,PERSON_00253,CCTV summary
SIGHT_00327,VEH_0097,2022-09-13,LOC_0003,PERSON_00266,CCTV summary
SIGHT_00328,VEH_0098,2023-06-05,LOC_0010,PERSON_00279,toll camera
SIGHT_00329,VEH_0099,2026-01-14,LOC_0017,PERSON_00269,parking record
SIGHT_00330,VEH_0100,2024-05-27,LOC_0024,PERSON_00292,parking record
SIGHT_00331,VEH_0101,2025-01-26,LOC_0031,PERSON_00305,CCTV summary
SIGHT_00332,VEH_0102,2025-12-11,LOC_0038,PERSON_00318,patrol note
SIGHT_00333,VEH_0103,2022-11-13,LOC_0045,PERSON_00393,CCTV summary
SIGHT_00334,VEH_0104,2023-08-08,LOC_0052,PERSON_00344,parking record
SIGHT_00335,VEH_0105,2021-03-29,LOC_0059,PERSON_00357,toll camera
SIGHT_00336,VEH_0106,2022-02-11,LOC_0066,PERSON_00370,CCTV summary
SIGHT_00337,VEH_0107,2024-12-25,LOC_0073,PERSON_00067,patrol note
SIGHT_00338,VEH_0108,2023-08-30,LOC_0080,PERSON_00383,parking record
SIGHT_00339,VEH_0109,2025-04-23,LOC_0087,PERSON_00396,parking record
SIGHT_00340,VEH_0110,2025-03-13,LOC_0094,PERSON_00409,parking record
SIGHT_00341,VEH_0111,2025-02-09,LOC_0101,PERSON_00191,toll camera
SIGHT_00342,VEH_0112,2024-06-07,LOC_0108,PERSON_00435,patrol note
SIGHT_00343,VEH_0113,2025-09-03,LOC_0115,PERSON_00448,patrol note
SIGHT_00344,VEH_0114,2024-08-07,LOC_0002,PERSON_00011,parking record
SIGHT_00345,VEH_0115,2024-12-19,LOC_0009,PERSON_00315,patrol note
SIGHT_00346,VEH_0116,2021-04-13,LOC_0016,PERSON_00024,parking record
SIGHT_00347,VEH_0117,2025-02-17,LOC_0023,PERSON_00037,CCTV summary
SIGHT_00348,VEH_0118,2025-11-08,LOC_0030,PERSON_00050,CCTV summary
SIGHT_00349,VEH_0119,2023-09-20,LOC_0037,PERSON_00439,patrol note
SIGHT_00350,VEH_0120,2022-02-04,LOC_0044,PERSON_00076,patrol note
SIGHT_00351,VEH_0121,2022-12-25,LOC_0051,PERSON_00089,patrol note
SIGHT_00352,VEH_0122,2025-11-27,LOC_0058,PERSON_00102,CCTV summary
SIGHT_00353,VEH_0123,2021-06-28,LOC_0065,PERSON_00113,patrol note
SIGHT_00354,VEH_0124,2022-05-03,LOC_0072,PERSON_00115,CCTV summary
SIGHT_00355,VEH_0125,2024-08-16,LOC_0079,PERSON_00128,parking record
SIGHT_00356,VEH_0126,2025-07-08,LOC_0086,PERSON_00141,parking record
SIGHT_00357,VEH_0127,2025-11-01,LOC_0093,PERSON_00237,toll camera
SIGHT_00358,VEH_0128,2025-10-30,LOC_0100,PERSON_00167,toll camera
SIGHT_00359,VEH_0129,2024-12-17,LOC_0107,PERSON_00180,patrol note
SIGHT_00360,VEH_0130,2024-02-26,LOC_0114,PERSON_00193,parking record
SIGHT_00361,VEH_0131,2025-11-29,LOC_0001,PERSON_00361,parking record
SIGHT_00362,VEH_0132,2024-07-21,LOC_0008,PERSON_00206,CCTV summary
SIGHT_00363,VEH_0133,2025-03-24,LOC_0015,PERSON_00219,CCTV summary
SIGHT_00364,VEH_0134,2021-05-23,LOC_0022,PERSON_00232,parking record
SIGHT_00365,VEH_0135,2022-07-16,LOC_0029,PERSON_00035,toll camera
SIGHT_00366,VEH_0136,2024-02-03,LOC_0036,PERSON_00258,CCTV summary
SIGHT_00367,VEH_0137,2026-04-24,LOC_0043,PERSON_00271,toll camera
SIGHT_00368,VEH_0138,2025-05-20,LOC_0050,PERSON_00284,toll camera
SIGHT_00369,VEH_0139,2024-06-25,LOC_0057,PERSON_00159,CCTV summary
SIGHT_00370,VEH_0140,2024-05-05,LOC_0064,PERSON_00297,parking record
SIGHT_00371,VEH_0141,2026-02-17,LOC_0071,PERSON_00310,parking record
SIGHT_00372,VEH_0142,2023-01-28,LOC_0078,PERSON_00323,toll camera
SIGHT_00373,VEH_0143,2025-03-21,LOC_0085,PERSON_00283,CCTV summary
SIGHT_00374,VEH_0144,2021-07-14,LOC_0092,PERSON_00349,parking record
SIGHT_00375,VEH_0145,2024-08-06,LOC_0099,PERSON_00362,toll camera
SIGHT_00376,VEH_0146,2024-09-04,LOC_0106,PERSON_00375,toll camera
SIGHT_00377,VEH_0147,2025-09-14,LOC_0113,PERSON_00407,CCTV summary
SIGHT_00378,VEH_0148,2022-01-24,LOC_0120,PERSON_00388,parking record
SIGHT_00379,VEH_0149,2024-06-05,LOC_0007,PERSON_00401,CCTV summary
SIGHT_00380,VEH_0150,2022-07-03,LOC_0014,PERSON_00414,toll camera
SIGHT_00381,VEH_0151,2025-07-10,LOC_0021,PERSON_00081,parking record
SIGHT_00382,VEH_0152,2021-06-04,LOC_0028,PERSON_00440,parking record
SIGHT_00383,VEH_0153,2022-02-04,LOC_0035,PERSON_00003,parking record
SIGHT_00384,VEH_0154,2022-08-05,LOC_0042,PERSON_00016,toll camera
SIGHT_00385,VEH_0155,2022-04-07,LOC_0049,PERSON_00205,toll camera
SIGHT_00386,VEH_0156,2022-08-23,LOC_0056,PERSON_00029,patrol note
SIGHT_00387,VEH_0157,2022-05-05,LOC_0063,PERSON_00042,toll camera
SIGHT_00388,VEH_0158,2024-12-22,LOC_0070,PERSON_00055,CCTV summary
SIGHT_00389,VEH_0159,2021-03-05,LOC_0077,PERSON_00329,toll camera
SIGHT_00390,VEH_0160,2024-10-01,LOC_0084,PERSON_00081,patrol note
SIGHT_00391,VEH_0161,2022-05-19,LOC_0091,PERSON_00094,toll camera
SIGHT_00392,VEH_0162,2021-09-12,LOC_0098,PERSON_00107,parking record
SIGHT_00393,VEH_0163,2023-08-07,LOC_0105,PERSON_00003,parking record
SIGHT_00394,VEH_0164,2025-03-05,LOC_0112,PERSON_00120,parking record
SIGHT_00395,VEH_0165,2023-06-02,LOC_0119,PERSON_00133,patrol note
SIGHT_00396,VEH_0166,2026-02-20,LOC_0006,PERSON_00146,CCTV summary
SIGHT_00397,VEH_0167,2024-12-31,LOC_0013,PERSON_00127,toll camera
SIGHT_00398,VEH_0168,2025-07-23,LOC_0020,PERSON_00172,parking record
SIGHT_00399,VEH_0169,2022-09-20,LOC_0027,PERSON_00185,parking record
SIGHT_00400,VEH_0170,2023-09-14,LOC_0034,PERSON_00198,patrol note
SIGHT_00401,VEH_0171,2026-03-01,LOC_0041,PERSON_00251,CCTV summary
SIGHT_00402,VEH_0172,2024-04-18,LOC_0048,PERSON_00211,CCTV summary
SIGHT_00403,VEH_0173,2025-08-12,LOC_0055,PERSON_00224,parking record
SIGHT_00404,VEH_0174,2021-11-14,LOC_0062,PERSON_00237,patrol note
SIGHT_00405,VEH_0175,2021-09-25,LOC_0069,PERSON_00375,toll camera
SIGHT_00406,VEH_0176,2022-11-19,LOC_0076,PERSON_00263,CCTV summary
SIGHT_00407,VEH_0177,2025-08-02,LOC_0083,PERSON_00276,patrol note
SIGHT_00408,VEH_0178,2023-09-20,LOC_0090,PERSON_00289,patrol note
SIGHT_00409,VEH_0179,2021-01-30,LOC_0097,PERSON_00049,patrol note
SIGHT_00410,VEH_0180,2022-12-13,LOC_0104,PERSON_00302,patrol note
SIGHT_00411,VEH_0181,2023-04-28,LOC_0111,PERSON_00315,patrol note
SIGHT_00412,VEH_0182,2026-05-23,LOC_0118,PERSON_00328,parking record
SIGHT_00413,VEH_0183,2022-05-26,LOC_0005,PERSON_00173,CCTV summary
SIGHT_00414,VEH_0184,2025-01-24,LOC_0012,PERSON_00354,CCTV summary
SIGHT_00415,VEH_0185,2026-01-10,LOC_0019,PERSON_00367,CCTV summary
SIGHT_00416,VEH_0186,2022-02-10,LOC_0026,PERSON_00380,patrol note
SIGHT_00417,VEH_0187,2024-12-04,LOC_0033,PERSON_00297,toll camera
SIGHT_00418,VEH_0188,2021-08-07,LOC_0040,PERSON_00393,toll camera
SIGHT_00419,VEH_0189,2022-03-22,LOC_0047,PERSON_00406,CCTV summary
SIGHT_00420,VEH_0190,2024-02-02,LOC_0054,PERSON_00419,toll camera
SIGHT_00421,VEH_0191,2023-01-11,LOC_0061,PERSON_00421,patrol note
SIGHT_00422,VEH_0192,2025-04-13,LOC_0068,PERSON_00445,patrol note
SIGHT_00423,VEH_0193,2025-07-08,LOC_0075,PERSON_00008,CCTV summary
SIGHT_00424,VEH_0194,2021-04-02,LOC_0082,PERSON_00021,patrol note
SIGHT_00425,VEH_0195,2025-03-30,LOC_0089,PERSON_00095,patrol note
SIGHT_00426,VEH_0196,2026-05-12,LOC_0096,PERSON_00034,CCTV summary
SIGHT_00427,VEH_0197,2021-09-03,LOC_0103,PERSON_00047,toll camera
SIGHT_00428,VEH_0198,2022-02-20,LOC_0110,PERSON_00060,parking record
SIGHT_00429,VEH_0199,2024-11-22,LOC_0117,PERSON_00219,CCTV summary
SIGHT_00430,VEH_0200,2022-06-28,LOC_0004,PERSON_00086,CCTV summary
SIGHT_00431,VEH_0201,2025-11-17,LOC_0011,PERSON_00099,parking record
SIGHT_00432,VEH_0202,2024-08-25,LOC_0018,PERSON_00112,parking record
SIGHT_00433,VEH_0203,2024-09-11,LOC_0025,PERSON_00343,CCTV summary
SIGHT_00434,VEH_0204,2022-05-21,LOC_0032,PERSON_00125,toll camera
SIGHT_00435,VEH_0205,2023-12-05,LOC_0039,PERSON_00138,CCTV summary
SIGHT_00436,VEH_0206,2021-01-18,LOC_0046,PERSON_00151,CCTV summary
SIGHT_00437,VEH_0207,2022-07-19,LOC_0053,PERSON_00017,toll camera
SIGHT_00438,VEH_0208,2025-08-11,LOC_0060,PERSON_00177,toll camera
SIGHT_00439,VEH_0209,2021-03-30,LOC_0067,PERSON_00190,toll camera
SIGHT_00440,VEH_0210,2025-06-29,LOC_0074,PERSON_00203,parking record
SIGHT_00441,VEH_0211,2021-06-25,LOC_0081,PERSON_00141,parking record
SIGHT_00442,VEH_0212,2025-03-30,LOC_0088,PERSON_00216,CCTV summary
SIGHT_00443,VEH_0213,2025-03-13,LOC_0095,PERSON_00229,parking record
SIGHT_00444,VEH_0214,2026-03-27,LOC_0102,PERSON_00242,parking record
SIGHT_00445,VEH_0215,2022-01-04,LOC_0109,PERSON_00265,toll camera
SIGHT_00446,VEH_0216,2022-01-18,LOC_0116,PERSON_00268,patrol note
SIGHT_00447,VEH_0217,2021-07-04,LOC_0003,PERSON_00281,parking record
SIGHT_00448,VEH_0218,2025-01-06,LOC_0010,PERSON_00294,CCTV summary
SIGHT_00449,VEH_0219,2026-02-26,LOC_0017,PERSON_00389,patrol note
SIGHT_00450,VEH_0220,2022-12-08,LOC_0024,PERSON_00307,patrol note
SIGHT_00451,VEH_0221,2022-11-19,LOC_0031,PERSON_00320,toll camera
SIGHT_00452,VEH_0222,2022-06-13,LOC_0038,PERSON_00333,patrol note
SIGHT_00453,VEH_0223,2026-02-12,LOC_0045,PERSON_00063,patrol note
SIGHT_00454,VEH_0224,2022-11-22,LOC_0052,PERSON_00359,patrol note
SIGHT_00455,VEH_0225,2021-05-31,LOC_0059,PERSON_00372,toll camera
SIGHT_00456,VEH_0226,2022-09-30,LOC_0066,PERSON_00385,parking record
SIGHT_00457,VEH_0227,2022-05-26,LOC_0073,PERSON_00187,patrol note
SIGHT_00458,VEH_0228,2025-09-28,LOC_0080,PERSON_00398,patrol note
SIGHT_00459,VEH_0229,2025-04-14,LOC_0087,PERSON_00411,CCTV summary
SIGHT_00460,VEH_0230,2025-09-07,LOC_0094,PERSON_00424,CCTV summary
SIGHT_00461,VEH_0001,2026-04-05,LOC_0101,PERSON_00311,patrol note
SIGHT_00462,VEH_0002,2021-07-19,LOC_0108,PERSON_00450,CCTV summary
SIGHT_00463,VEH_0003,2026-04-30,LOC_0115,PERSON_00013,patrol note
SIGHT_00464,VEH_0004,2025-08-03,LOC_0002,PERSON_00026,parking record
SIGHT_00465,VEH_0005,2025-02-28,LOC_0009,PERSON_00435,patrol note
SIGHT_00466,VEH_0006,2022-04-25,LOC_0016,PERSON_00039,CCTV summary
SIGHT_00467,VEH_0007,2026-03-12,LOC_0023,PERSON_00052,patrol note
SIGHT_00468,VEH_0008,2024-11-18,LOC_0030,PERSON_00065,parking record
SIGHT_00469,VEH_0009,2026-04-21,LOC_0037,PERSON_00109,CCTV summary
SIGHT_00470,VEH_0010,2024-05-03,LOC_0044,PERSON_00091,parking record
SIGHT_00471,VEH_0011,2021-10-24,LOC_0051,PERSON_00104,parking record
SIGHT_00472,VEH_0012,2026-06-15,LOC_0058,PERSON_00117,CCTV summary
SIGHT_00473,VEH_0013,2024-08-02,LOC_0065,PERSON_00233,CCTV summary
SIGHT_00474,VEH_0014,2021-06-25,LOC_0072,PERSON_00130,CCTV summary
SIGHT_00475,VEH_0015,2023-11-17,LOC_0079,PERSON_00143,toll camera
SIGHT_00476,VEH_0016,2023-01-22,LOC_0086,PERSON_00156,CCTV summary
SIGHT_00477,VEH_0017,2026-01-03,LOC_0093,PERSON_00357,parking record
SIGHT_00478,VEH_0018,2026-01-19,LOC_0100,PERSON_00182,parking record
SIGHT_00479,VEH_0019,2022-04-07,LOC_0107,PERSON_00195,patrol note
SIGHT_00480,VEH_0020,2024-01-11,LOC_0114,PERSON_00208,parking record
SIGHT_00481,VEH_0021,2025-06-14,LOC_0001,PERSON_00031,parking record
SIGHT_00482,VEH_0022,2025-10-11,LOC_0008,PERSON_00221,patrol note
SIGHT_00483,VEH_0023,2025-10-03,LOC_0015,PERSON_00234,parking record
SIGHT_00484,VEH_0024,2023-03-25,LOC_0022,PERSON_00247,CCTV summary
SIGHT_00485,VEH_0025,2023-02-11,LOC_0029,PERSON_00155,toll camera
SIGHT_00486,VEH_0026,2025-09-12,LOC_0036,PERSON_00273,toll camera
SIGHT_00487,VEH_0027,2021-11-28,LOC_0043,PERSON_00286,CCTV summary
SIGHT_00488,VEH_0028,2021-11-25,LOC_0050,PERSON_00299,toll camera
SIGHT_00489,VEH_0029,2025-11-30,LOC_0057,PERSON_00279,toll camera
SIGHT_00490,VEH_0030,2024-01-28,LOC_0064,PERSON_00312,CCTV summary
SIGHT_00491,VEH_0031,2026-06-30,LOC_0071,PERSON_00325,parking record
SIGHT_00492,VEH_0032,2021-04-26,LOC_0078,PERSON_00338,CCTV summary
SIGHT_00493,VEH_0033,2026-02-06,LOC_0085,PERSON_00403,toll camera
SIGHT_00494,VEH_0034,2024-02-10,LOC_0092,PERSON_00364,toll camera
SIGHT_00495,VEH_0035,2025-12-06,LOC_0099,PERSON_00377,parking record
SIGHT_00496,VEH_0036,2021-06-05,LOC_0106,PERSON_00390,toll camera
SIGHT_00497,VEH_0037,2023-07-08,LOC_0113,PERSON_00077,parking record
SIGHT_00498,VEH_0038,2024-11-17,LOC_0120,PERSON_00403,patrol note
SIGHT_00499,VEH_0039,2023-03-29,LOC_0007,PERSON_00416,patrol note
SIGHT_00500,VEH_0040,2025-04-27,LOC_0014,PERSON_00429,toll camera
SIGHT_00501,VEH_0041,2024-02-15,LOC_0021,PERSON_00201,toll camera
SIGHT_00502,VEH_0042,2026-06-15,LOC_0028,PERSON_00005,parking record
SIGHT_00503,VEH_0043,2023-09-16,LOC_0035,PERSON_00018,toll camera
SIGHT_00504,VEH_0044,2023-02-20,LOC_0042,PERSON_00031,parking record
SIGHT_00505,VEH_0045,2024-03-16,LOC_0049,PERSON_00325,toll camera
SIGHT_00506,VEH_0046,2021-11-15,LOC_0056,PERSON_00044,patrol note
SIGHT_00507,VEH_0047,2022-02-15,LOC_0063,PERSON_00057,CCTV summary
SIGHT_00508,VEH_0048,2025-05-16,LOC_0070,PERSON_00070,toll camera
SIGHT_00509,VEH_0049,2024-11-05,LOC_0077,PERSON_00449,CCTV summary
SIGHT_00510,VEH_0050,2026-04-12,LOC_0084,PERSON_00096,patrol note
SIGHT_00511,VEH_0051,2022-11-26,LOC_0091,PERSON_00109,toll camera
SIGHT_00512,VEH_0052,2021-08-15,LOC_0098,PERSON_00122,parking record
SIGHT_00513,VEH_0053,2025-09-14,LOC_0105,PERSON_00123,toll camera
SIGHT_00514,VEH_0054,2021-08-28,LOC_0112,PERSON_00135,patrol note
SIGHT_00515,VEH_0055,2026-06-22,LOC_0119,PERSON_00148,toll camera
SIGHT_00516,VEH_0056,2021-01-15,LOC_0006,PERSON_00161,parking record
SIGHT_00517,VEH_0057,2021-02-28,LOC_0013,PERSON_00247,CCTV summary
SIGHT_00518,VEH_0058,2021-05-13,LOC_0020,PERSON_00187,CCTV summary
SIGHT_00519,VEH_0059,2025-03-04,LOC_0027,PERSON_00200,toll camera
SIGHT_00520,VEH_0060,2022-10-17,LOC_0034,PERSON_00213,patrol note
SIGHT_00521,VEH_0061,2022-09-23,LOC_0041,PERSON_00371,patrol note
SIGHT_00522,VEH_0062,2022-02-03,LOC_0048,PERSON_00226,parking record
SIGHT_00523,VEH_0063,2022-11-12,LOC_0055,PERSON_00239,parking record
SIGHT_00524,VEH_0064,2023-08-04,LOC_0062,PERSON_00252,parking record
SIGHT_00525,VEH_0065,2022-01-16,LOC_0069,PERSON_00045,CCTV summary
SIGHT_00526,VEH_0066,2021-06-14,LOC_0076,PERSON_00278,toll camera
SIGHT_00527,VEH_0067,2021-01-02,LOC_0083,PERSON_00001,patrol note
SIGHT_00528,VEH_0068,2024-04-09,LOC_0090,PERSON_00034,patrol note
SIGHT_00529,VEH_0069,2026-01-23,LOC_0097,PERSON_00169,patrol note
SIGHT_00530,VEH_0070,2021-12-28,LOC_0104,PERSON_00027,toll camera
SIGHT_00531,VEH_0071,2024-04-28,LOC_0111,PERSON_00040,patrol note
SIGHT_00532,VEH_0072,2025-06-07,LOC_0118,PERSON_00053,CCTV summary
SIGHT_00533,VEH_0073,2023-10-22,LOC_0005,PERSON_00293,CCTV summary
SIGHT_00534,VEH_0074,2021-09-15,LOC_0012,PERSON_00079,parking record
SIGHT_00535,VEH_0075,2025-12-05,LOC_0019,PERSON_00092,toll camera
SIGHT_00536,VEH_0076,2021-05-09,LOC_0026,PERSON_00167,parking record
SIGHT_00537,VEH_0077,2021-11-13,LOC_0033,PERSON_00417,toll camera
SIGHT_00538,VEH_0078,2022-02-01,LOC_0040,PERSON_00118,parking record
SIGHT_00539,VEH_0079,2026-01-24,LOC_0047,PERSON_00131,CCTV summary
SIGHT_00540,VEH_0080,2024-02-05,LOC_0054,PERSON_00144,CCTV summary
SIGHT_00541,VEH_0081,2025-03-05,LOC_0061,PERSON_00091,CCTV summary
SIGHT_00542,VEH_0082,2021-06-14,LOC_0068,PERSON_00170,CCTV summary
SIGHT_00543,VEH_0083,2021-01-20,LOC_0075,PERSON_00183,parking record
SIGHT_00544,VEH_0084,2025-10-28,LOC_0082,PERSON_00300,parking record
SIGHT_00545,VEH_0085,2021-09-06,LOC_0089,PERSON_00215,toll camera
SIGHT_00546,VEH_0086,2022-12-25,LOC_0096,PERSON_00209,patrol note
SIGHT_00547,VEH_0087,2025-12-04,LOC_0103,PERSON_00222,toll camera
SIGHT_00548,VEH_0088,2022-02-23,LOC_0110,PERSON_00235,CCTV summary
SIGHT_00549,VEH_0089,2022-03-22,LOC_0117,PERSON_00339,patrol note
SIGHT_00550,VEH_0090,2024-07-04,LOC_0004,PERSON_00261,patrol note
SIGHT_00551,VEH_0091,2023-10-11,LOC_0011,PERSON_00274,CCTV summary
SIGHT_00552,VEH_0092,2025-04-14,LOC_0018,PERSON_00433,patrol note
SIGHT_00553,VEH_0093,2024-10-23,LOC_0025,PERSON_00013,parking record
SIGHT_00554,VEH_0094,2023-06-04,LOC_0032,PERSON_00300,CCTV summary
SIGHT_00555,VEH_0095,2025-03-30,LOC_0039,PERSON_00313,parking record
SIGHT_00556,VEH_0096,2021-01-24,LOC_0046,PERSON_00326,toll camera
SIGHT_00557,VEH_0097,2023-12-26,LOC_0053,PERSON_00137,parking record
SIGHT_00558,VEH_0098,2021-06-17,LOC_0060,PERSON_00352,parking record
SIGHT_00559,VEH_0099,2022-09-01,LOC_0067,PERSON_00365,CCTV summary
SIGHT_00560,VEH_0100,2023-03-13,LOC_0074,PERSON_00116,CCTV summary
SIGHT_00561,VEH_0101,2024-01-18,LOC_0081,PERSON_00261,toll camera
SIGHT_00562,VEH_0102,2025-06-08,LOC_0088,PERSON_00391,parking record
SIGHT_00563,VEH_0103,2024-09-01,LOC_0095,PERSON_00404,CCTV summary
SIGHT_00564,VEH_0104,2026-05-03,LOC_0102,PERSON_00417,CCTV summary
SIGHT_00565,VEH_0105,2021-09-20,LOC_0109,PERSON_00385,patrol note
SIGHT_00566,VEH_0106,2021-05-03,LOC_0116,PERSON_00443,patrol note
SIGHT_00567,VEH_0107,2024-08-25,LOC_0003,PERSON_00006,parking record
SIGHT_00568,VEH_0108,2024-08-14,LOC_0010,PERSON_00249,toll camera
SIGHT_00569,VEH_0109,2025-09-11,LOC_0017,PERSON_00059,patrol note
SIGHT_00570,VEH_0110,2025-08-23,LOC_0024,PERSON_00032,toll camera
SIGHT_00571,VEH_0111,2025-09-06,LOC_0031,PERSON_00045,patrol note
SIGHT_00572,VEH_0112,2023-01-07,LOC_0038,PERSON_00058,parking record
SIGHT_00573,VEH_0113,2025-11-29,LOC_0045,PERSON_00183,patrol note
SIGHT_00574,VEH_0114,2025-05-16,LOC_0052,PERSON_00084,parking record
SIGHT_00575,VEH_0115,2024-04-23,LOC_0059,PERSON_00097,patrol note
SIGHT_00576,VEH_0116,2022-08-22,LOC_0066,PERSON_00382,toll camera
SIGHT_00577,VEH_0117,2025-03-06,LOC_0073,PERSON_00307,CCTV summary
SIGHT_00578,VEH_0118,2021-11-08,LOC_0080,PERSON_00123,toll camera
SIGHT_00579,VEH_0119,2021-05-10,LOC_0087,PERSON_00136,toll camera
SIGHT_00580,VEH_0120,2023-05-03,LOC_0094,PERSON_00149,patrol note
SIGHT_00581,VEH_0121,2025-05-04,LOC_0101,PERSON_00431,CCTV summary
SIGHT_00582,VEH_0122,2023-04-07,LOC_0108,PERSON_00175,patrol note
SIGHT_00583,VEH_0123,2023-01-23,LOC_0115,PERSON_00188,toll camera
SIGHT_00584,VEH_0124,2021-06-07,LOC_0002,PERSON_00065,parking record
SIGHT_00585,VEH_0125,2022-11-30,LOC_0009,PERSON_00105,parking record
SIGHT_00586,VEH_0126,2025-01-30,LOC_0016,PERSON_00214,patrol note
SIGHT_00587,VEH_0127,2024-08-20,LOC_0023,PERSON_00227,patrol note
SIGHT_00588,VEH_0128,2023-09-05,LOC_0030,PERSON_00240,patrol note
SIGHT_00589,VEH_0129,2021-11-18,LOC_0037,PERSON_00229,parking record
SIGHT_00590,VEH_0130,2021-04-18,LOC_0044,PERSON_00266,patrol note
SIGHT_00591,VEH_0131,2025-10-10,LOC_0051,PERSON_00279,parking record
SIGHT_00592,VEH_0132,2023-05-27,LOC_0058,PERSON_00198,toll camera
SIGHT_00593,VEH_0133,2021-10-18,LOC_0065,PERSON_00353,CCTV summary
SIGHT_00594,VEH_0134,2023-08-05,LOC_0072,PERSON_00305,toll camera
SIGHT_00595,VEH_0135,2023-08-27,LOC_0079,PERSON_00318,CCTV summary
SIGHT_00596,VEH_0136,2025-04-06,LOC_0086,PERSON_00331,patrol note
SIGHT_00597,VEH_0137,2026-01-07,LOC_0093,PERSON_00027,toll camera
SIGHT_00598,VEH_0138,2024-01-20,LOC_0100,PERSON_00357,parking record
SIGHT_00599,VEH_0139,2024-05-11,LOC_0107,PERSON_00370,parking record
SIGHT_00600,VEH_0140,2023-08-16,LOC_0114,PERSON_00331,toll camera
SIGHT_00601,VEH_0141,2025-09-20,LOC_0001,PERSON_00151,toll camera
SIGHT_00602,VEH_0142,2025-06-15,LOC_0008,PERSON_00396,patrol note
SIGHT_00603,VEH_0143,2024-03-10,LOC_0015,PERSON_00409,parking record
SIGHT_00604,VEH_0144,2025-06-05,LOC_0022,PERSON_00422,patrol note
SIGHT_00605,VEH_0145,2022-01-20,LOC_0029,PERSON_00275,toll camera
SIGHT_00606,VEH_0146,2022-02-06,LOC_0036,PERSON_00448,toll camera
SIGHT_00607,VEH_0147,2026-03-30,LOC_0043,PERSON_00011,toll camera
SIGHT_00608,VEH_0148,2021-12-01,LOC_0050,PERSON_00014,toll camera
SIGHT_00609,VEH_0149,2025-12-29,LOC_0057,PERSON_00399,patrol note
SIGHT_00610,VEH_0150,2025-10-21,LOC_0064,PERSON_00037,parking record
SIGHT_00611,VEH_0151,2026-04-07,LOC_0071,PERSON_00050,parking record
SIGHT_00612,VEH_0152,2026-03-31,LOC_0078,PERSON_00063,patrol note
SIGHT_00613,VEH_0153,2021-12-05,LOC_0085,PERSON_00073,parking record
SIGHT_00614,VEH_0154,2023-07-24,LOC_0092,PERSON_00089,parking record
SIGHT_00615,VEH_0155,2025-04-07,LOC_0099,PERSON_00102,parking record
SIGHT_00616,VEH_0156,2026-02-06,LOC_0106,PERSON_00147,patrol note
SIGHT_00617,VEH_0157,2021-08-05,LOC_0113,PERSON_00197,CCTV summary
SIGHT_00618,VEH_0158,2026-05-04,LOC_0120,PERSON_00128,patrol note
SIGHT_00619,VEH_0159,2023-01-28,LOC_0007,PERSON_00141,CCTV summary
SIGHT_00620,VEH_0160,2022-06-20,LOC_0014,PERSON_00154,toll camera
SIGHT_00621,VEH_0161,2022-12-09,LOC_0021,PERSON_00321,patrol note
SIGHT_00622,VEH_0162,2021-09-22,LOC_0028,PERSON_00180,parking record
SIGHT_00623,VEH_0163,2021-08-03,LOC_0035,PERSON_00193,toll camera
SIGHT_00624,VEH_0164,2023-12-01,LOC_0042,PERSON_00280,patrol note
SIGHT_00625,VEH_0165,2024-01-31,LOC_0049,PERSON_00445,CCTV summary
SIGHT_00626,VEH_0166,2025-02-24,LOC_0056,PERSON_00219,CCTV summary
SIGHT_00627,VEH_0167,2021-08-13,LOC_0063,PERSON_00232,CCTV summary
SIGHT_00628,VEH_0168,2025-11-26,LOC_0070,PERSON_00245,parking record
SIGHT_00629,VEH_0169,2025-01-23,LOC_0077,PERSON_00119,CCTV summary
SIGHT_00630,VEH_0170,2026-01-01,LOC_0084,PERSON_00271,patrol note
SIGHT_00631,VEH_0171,2022-10-02,LOC_0091,PERSON_00284,CCTV summary
SIGHT_00632,VEH_0172,2024-01-11,LOC_0098,PERSON_00413,CCTV summary
SIGHT_00633,VEH_0173,2025-12-14,LOC_0105,PERSON_00243,CCTV summary
SIGHT_00634,VEH_0174,2026-02-17,LOC_0112,PERSON_00310,CCTV summary
SIGHT_00635,VEH_0175,2021-11-19,LOC_0119,PERSON_00323,CCTV summary
SIGHT_00636,VEH_0176,2021-06-23,LOC_0006,PERSON_00336,toll camera
SIGHT_00637,VEH_0177,2021-01-08,LOC_0013,PERSON_00367,parking record
SIGHT_00638,VEH_0178,2025-05-13,LOC_0020,PERSON_00362,patrol note
SIGHT_00639,VEH_0179,2021-08-24,LOC_0027,PERSON_00375,parking record
SIGHT_00640,VEH_0180,2022-05-05,LOC_0034,PERSON_00096,CCTV summary
SIGHT_00641,VEH_0181,2021-03-05,LOC_0041,PERSON_00041,toll camera
SIGHT_00642,VEH_0182,2022-09-10,LOC_0048,PERSON_00401,CCTV summary
SIGHT_00643,VEH_0183,2024-04-26,LOC_0055,PERSON_00414,patrol note
SIGHT_00644,VEH_0184,2021-03-01,LOC_0062,PERSON_00427,patrol note
