sms_id,date,from_person,to_person,phone_id,message_category
SMS_000336,2024-04-18,PERSON_00106,PERSON_00241,PHONE_00106,work
SMS_000337,2024-05-16,PERSON_00109,PERSON_00282,PHONE_00109,delivery
SMS_000338,2024-08-19,PERSON_00112,PERSON_00323,PHONE_00112,meeting
SMS_000339,2022-11-09,PERSON_00115,PERSON_00364,PHONE_00115,meeting
SMS_000340,2022-06-27,PERSON_00118,PERSON_00405,PHONE_00118,delivery
SMS_000341,2023-10-14,PERSON_00121,PERSON_00446,PHONE_00121,delivery
SMS_000342,2023-03-20,PERSON_00124,PERSON_00037,PHONE_00124,short coordination
SMS_000343,2021-06-18,PERSON_00127,PERSON_00078,PHONE_00127,meeting
SMS_000344,2022-10-26,PERSON_00130,PERSON_00119,PHONE_00130,meeting
SMS_000345,2025-03-12,PERSON_00133,PERSON_00160,PHONE_00133,meeting
SMS_000346,2024-09-12,PERSON_00136,PERSON_00201,PHONE_00136,family
SMS_000347,2024-05-26,PERSON_00139,PERSON_00242,PHONE_00139,short coordination
SMS_000348,2025-11-28,PERSON_00142,PERSON_00283,PHONE_00142,family
SMS_000349,2021-12-20,PERSON_00145,PERSON_00324,PHONE_00145,delivery
SMS_000350,2025-08-11,PERSON_00148,PERSON_00365,PHONE_00148,meeting
SMS_000351,2024-10-11,PERSON_00151,PERSON_00406,PHONE_00151,short coordination
SMS_000352,2025-10-02,PERSON_00154,PERSON_00447,PHONE_00154,delivery
SMS_000353,2026-03-27,PERSON_00157,PERSON_00038,PHONE_00157,work
SMS_000354,2021-01-13,PERSON_00160,PERSON_00079,PHONE_00160,family
SMS_000355,2025-01-13,PERSON_00163,PERSON_00120,PHONE_00163,short coordination
SMS_000356,2025-10-03,PERSON_00166,PERSON_00161,PHONE_00166,short coordination
SMS_000357,2025-12-07,PERSON_00169,PERSON_00202,PHONE_00169,family
SMS_000358,2025-01-14,PERSON_00172,PERSON_00243,PHONE_00172,OTP
SMS_000359,2023-05-17,PERSON_00175,PERSON_00284,PHONE_00175,family
SMS_000360,2021-07-17,PERSON_00178,PERSON_00325,PHONE_00178,meeting
SMS_000361,2021-10-23,PERSON_00181,PERSON_00366,PHONE_00181,family
SMS_000362,2026-04-28,PERSON_00184,PERSON_00407,PHONE_00184,work
SMS_000363,2026-04-16,PERSON_00187,PERSON_00448,PHONE_00187,OTP
SMS_000364,2023-04-06,PERSON_00190,PERSON_00039,PHONE_00190,family
SMS_000365,2023-05-22,PERSON_00193,PERSON_00080,PHONE_00193,OTP
SMS_000366,2024-11-30,PERSON_00196,PERSON_00121,PHONE_00196,family
SMS_000367,2024-05-05,PERSON_00199,PERSON_00162,PHONE_00199,work
SMS_000368,2025-03-22,PERSON_00202,PERSON_00203,PHONE_00202,OTP
SMS_000369,2021-10-25,PERSON_00205,PERSON_00244,PHONE_00205,family
SMS_000370,2024-02-27,PERSON_00208,PERSON_00285,PHONE_00208,short coordination
SMS_000371,2023-10-02,PERSON_00211,PERSON_00326,PHONE_00211,family
SMS_000372,2025-01-30,PERSON_00214,PERSON_00367,PHONE_00214,family
SMS_000373,2022-12-16,PERSON_00217,PERSON_00408,PHONE_00217,OTP
SMS_000374,2022-03-17,PERSON_00220,PERSON_00449,PHONE_00220,short coordination
SMS_000375,2025-07-16,PERSON_00223,PERSON_00040,PHONE_00223,OTP
SMS_000376,2021-02-06,PERSON_00226,PERSON_00081,PHONE_00226,meeting
SMS_000377,2022-07-16,PERSON_00229,PERSON_00122,PHONE_00229,OTP
SMS_000378,2025-02-08,PERSON_00232,PERSON_00163,PHONE_00232,OTP
SMS_000379,2024-02-11,PERSON_00235,PERSON_00204,PHONE_00235,delivery
SMS_000380,2022-07-31,PERSON_00238,PERSON_00245,PHONE_00238,delivery
SMS_000381,2024-08-30,PERSON_00241,PERSON_00286,PHONE_00241,delivery
SMS_000382,2022-01-23,PERSON_00244,PERSON_00327,PHONE_00244,OTP
SMS_000383,2023-01-26,PERSON_00247,PERSON_00368,PHONE_00247,delivery
SMS_000384,2025-12-30,PERSON_00250,PERSON_00409,PHONE_00250,work
SMS_000385,2024-09-30,PERSON_00253,PERSON_00450,PHONE_00253,meeting
SMS_000386,2025-03-25,PERSON_00256,PERSON_00041,PHONE_00256,short coordination
SMS_000387,2025-07-18,PERSON_00259,PERSON_00082,PHONE_00259,short coordination
SMS_000388,2021-01-29,PERSON_00262,PERSON_00123,PHONE_00262,family
SMS_000389,2021-07-23,PERSON_00265,PERSON_00164,PHONE_00265,family
SMS_000390,2022-09-05,PERSON_00268,PERSON_00205,PHONE_00268,OTP
SMS_000391,2021-02-22,PERSON_00271,PERSON_00246,PHONE_00271,work
SMS_000392,2026-05-14,PERSON_00274,PERSON_00287,PHONE_00274,OTP
SMS_000393,2025-01-11,PERSON_00277,PERSON_00328,PHONE_00277,delivery
SMS_000394,2023-05-09,PERSON_00280,PERSON_00369,PHONE_00280,OTP
SMS_000395,2026-04-20,PERSON_00283,PERSON_00410,PHONE_00283,delivery
SMS_000396,2025-05-20,PERSON_00286,PERSON_00001,PHONE_00286,OTP
SMS_000397,2021-08-31,PERSON_00289,PERSON_00042,PHONE_00289,OTP
SMS_000398,2024-10-07,PERSON_00292,PERSON_00083,PHONE_00292,OTP
SMS_000399,2022-02-10,PERSON_00295,PERSON_00124,PHONE_00295,work
SMS_000400,2022-12-20,PERSON_00298,PERSON_00165,PHONE_00298,meeting
SMS_000401,2022-04-06,PERSON_00301,PERSON_00206,PHONE_00301,meeting
SMS_000402,2022-03-27,PERSON_00304,PERSON_00247,PHONE_00304,work
SMS_000403,2022-03-09,PERSON_00307,PERSON_00288,PHONE_00307,family
SMS_000404,2024-02-26,PERSON_00310,PERSON_00329,PHONE_00310,meeting
SMS_000405,2023-08-23,PERSON_00313,PERSON_00370,PHONE_00313,OTP
SMS_000406,2023-01-25,PERSON_00316,PERSON_00411,PHONE_00316,work
SMS_000407,2025-01-01,PERSON_00319,PERSON_00002,PHONE_00319,delivery
SMS_000408,2021-02-15,PERSON_00322,PERSON_00043,PHONE_00322,delivery
SMS_000409,2022-11-12,PERSON_00325,PERSON_00084,PHONE_00325,OTP
SMS_000410,2022-02-05,PERSON_00328,PERSON_00125,PHONE_00328,delivery
SMS_000411,2025-12-22,PERSON_00331,PERSON_00166,PHONE_00331,delivery
SMS_000412,2023-07-02,PERSON_00334,PERSON_00207,PHONE_00334,meeting
SMS_000413,2024-05-23,PERSON_00337,PERSON_00248,PHONE_00337,delivery
SMS_000414,2023-01-19,PERSON_00340,PERSON_00289,PHONE_00340,meeting
SMS_000415,2024-08-04,PERSON_00343,PERSON_00330,PHONE_00343,delivery
SMS_000416,2022-12-01,PERSON_00346,PERSON_00371,PHONE_00346,short coordination
SMS_000417,2024-08-27,PERSON_00349,PERSON_00412,PHONE_00349,family
SMS_000418,2026-03-27,PERSON_00352,PERSON_00003,PHONE_00352,delivery
SMS_000419,2025-09-06,PERSON_00355,PERSON_00044,PHONE_00355,meeting
SMS_000420,2025-05-14,PERSON_00358,PERSON_00085,PHONE_00358,delivery
SMS_000421,2021-07-30,PERSON_00361,PERSON_00126,PHONE_00361,delivery
SMS_000422,2025-05-17,PERSON_00364,PERSON_00167,PHONE_00364,OTP
SMS_000423,2021-08-05,PERSON_00367,PERSON_00208,PHONE_00367,short coordination
SMS_000424,2022-12-17,PERSON_00370,PERSON_00249,PHONE_00370,delivery
SMS_000425,2022-12-08,PERSON_00373,PERSON_00290,PHONE_00373,work
SMS_000426,2022-12-31,PERSON_00376,PERSON_00331,PHONE_00376,work
SMS_000427,2025-06-11,PERSON_00379,PERSON_00372,PHONE_00379,short coordination
SMS_000428,2026-05-08,PERSON_00382,PERSON_00413,PHONE_00382,work
SMS_000429,2025-12-10,PERSON_00385,PERSON_00004,PHONE_00385,delivery
SMS_000430,2025-03-27,PERSON_00388,PERSON_00045,PHONE_00388,delivery
SMS_000431,2021-07-14,PERSON_00391,PERSON_00086,PHONE_00391,work
SMS_000432,2023-12-01,PERSON_00394,PERSON_00127,PHONE_00394,work
SMS_000433,2025-09-13,PERSON_00397,PERSON_00168,PHONE_00397,short coordination
SMS_000434,2023-10-01,PERSON_00400,PERSON_00209,PHONE_00400,OTP
SMS_000435,2022-09-29,PERSON_00403,PERSON_00250,PHONE_00403,meeting
SMS_000436,2024-08-25,PERSON_00406,PERSON_00291,PHONE_00406,family
SMS_000437,2025-11-20,PERSON_00409,PERSON_00332,PHONE_00409,delivery
SMS_000438,2023-12-04,PERSON_00412,PERSON_00373,PHONE_00412,work
SMS_000439,2025-05-29,PERSON_00415,PERSON_00414,PHONE_00415,meeting
SMS_000440,2025-05-19,PERSON_00418,PERSON_00005,PHONE_00418,work
SMS_000441,2025-03-25,PERSON_00421,PERSON_00046,PHONE_00421,delivery
SMS_000442,2023-10-21,PERSON_00424,PERSON_00087,PHONE_00424,family
SMS_000443,2021-06-10,PERSON_00427,PERSON_00128,PHONE_00427,work
SMS_000444,2024-10-16,PERSON_00430,PERSON_00169,PHONE_00430,family
SMS_000445,2026-01-30,PERSON_00433,PERSON_00210,PHONE_00433,short coordination
SMS_000446,2025-08-01,PERSON_00436,PERSON_00251,PHONE_00436,family
SMS_000447,2024-04-28,PERSON_00439,PERSON_00292,PHONE_00439,work
SMS_000448,2024-03-30,PERSON_00442,PERSON_00333,PHONE_00442,meeting
SMS_000449,2025-02-28,PERSON_00445,PERSON_00374,PHONE_00445,meeting
SMS_000450,2021-08-08,PERSON_00448,PERSON_00415,PHONE_00448,delivery
SMS_000451,2025-01-09,PERSON_00001,PERSON_00006,PHONE_00001,short coordination
SMS_000452,2025-07-11,PERSON_00004,PERSON_00047,PHONE_00004,meeting
SMS_000453,2025-06-26,PERSON_00007,PERSON_00088,PHONE_00007,short coordination
SMS_000454,2024-01-13,PERSON_00010,PERSON_00129,PHONE_00010,meeting
SMS_000455,2023-03-24,PERSON_00013,PERSON_00170,PHONE_00013,family
SMS_000456,2022-05-14,PERSON_00016,PERSON_00211,PHONE_00016,OTP
SMS_000457,2021-11-10,PERSON_00019,PERSON_00252,PHONE_00019,meeting
SMS_000458,2022-10-05,PERSON_00022,PERSON_00293,PHONE_00022,meeting
SMS_000459,2021-09-14,PERSON_00025,PERSON_00334,PHONE_00025,work
SMS_000460,2024-12-21,PERSON_00028,PERSON_00375,PHONE_00028,delivery
SMS_000461,2024-06-30,PERSON_00031,PERSON_00416,PHONE_00031,work
SMS_000462,2021-12-06,PERSON_00034,PERSON_00007,PHONE_00034,short coordination
SMS_000463,2025-01-03,PERSON_00037,PERSON_00048,PHONE_00037,short coordination
SMS_000464,2022-04-23,PERSON_00040,PERSON_00089,PHONE_00040,short coordination
SMS_000465,2023-10-20,PERSON_00043,PERSON_00130,PHONE_00043,meeting
SMS_000466,2022-08-23,PERSON_00046,PERSON_00171,PHONE_00046,delivery
SMS_000467,2021-11-14,PERSON_00049,PERSON_00212,PHONE_00049,meeting
SMS_000468,2021-02-02,PERSON_00052,PERSON_00253,PHONE_00052,short coordination
SMS_000469,2025-01-24,PERSON_00055,PERSON_00294,PHONE_00055,work
SMS_000470,2023-12-09,PERSON_00058,PERSON_00335,PHONE_00058,work
SMS_000471,2023-11-11,PERSON_00061,PERSON_00376,PHONE_00061,family
SMS_000472,2023-03-03,PERSON_00064,PERSON_00417,PHONE_00064,family
SMS_000473,2021-04-26,PERSON_00067,PERSON_00008,PHONE_00067,meeting
SMS_000474,2023-12-02,PERSON_00070,PERSON_00049,PHONE_00070,delivery
SMS_000475,2026-01-15,PERSON_00073,PERSON_00090,PHONE_00073,meeting
SMS_000476,2021-07-28,PERSON_00076,PERSON_00131,PHONE_00076,OTP
SMS_000477,2024-02-10,PERSON_00079,PERSON_00172,PHONE_00079,delivery
SMS_000478,2023-07-03,PERSON_00082,PERSON_00213,PHONE_00082,work
SMS_000479,2022-12-02,PERSON_00085,PERSON_00254,PHONE_00085,short coordination
SMS_000480,2022-09-02,PERSON_00088,PERSON_00295,PHONE_00088,family
SMS_000481,2026-03-01,PERSON_00091,PERSON_00336,PHONE_00091,meeting
SMS_000482,2025-08-03,PERSON_00094,PERSON_00377,PHONE_00094,meeting
SMS_000483,2025-01-31,PERSON_00097,PERSON_00418,PHONE_00097,delivery
SMS_000484,2022-11-10,PERSON_00100,PERSON_00009,PHONE_00100,short coordination
SMS_000485,2023-09-19,PERSON_00103,PERSON_00050,PHONE_00103,meeting
SMS_000486,2024-02-21,PERSON_00106,PERSON_00091,PHONE_00106,short coordination
SMS_000487,2025-05-14,PERSON_00109,PERSON_00132,PHONE_00109,meeting
SMS_000488,2022-08-23,PERSON_00112,PERSON_00173,PHONE_00112,OTP
SMS_000489,2021-02-20,PERSON_00115,PERSON_00214,PHONE_00115,family
SMS_000490,2026-05-31,PERSON_00118,PERSON_00255,PHONE_00118,family
SMS_000491,2025-01-12,PERSON_00121,PERSON_00296,PHONE_00121,meeting
SMS_000492,2021-04-18,PERSON_00124,PERSON_00337,PHONE_00124,OTP
SMS_000493,2021-07-28,PERSON_00127,PERSON_00378,PHONE_00127,meeting
SMS_000494,2023-04-26,PERSON_00130,PERSON_00419,PHONE_00130,meeting
SMS_000495,2025-09-27,PERSON_00133,PERSON_00010,PHONE_00133,OTP
SMS_000496,2024-11-01,PERSON_00136,PERSON_00051,PHONE_00136,meeting
SMS_000497,2021-09-08,PERSON_00139,PERSON_00092,PHONE_00139,work
SMS_000498,2023-12-15,PERSON_00142,PERSON_00133,PHONE_00142,OTP
SMS_000499,2023-12-20,PERSON_00145,PERSON_00174,PHONE_00145,work
SMS_000500,2023-12-20,PERSON_00148,PERSON_00215,PHONE_00148,meeting
SMS_000501,2026-05-28,PERSON_00151,PERSON_00256,PHONE_00151,family
SMS_000502,2022-01-29,PERSON_00154,PERSON_00297,PHONE_00154,OTP
SMS_000503,2024-04-24,PERSON_00157,PERSON_00338,PHONE_00157,OTP
SMS_000504,2025-03-23,PERSON_00160,PERSON_00379,PHONE_00160,OTP
SMS_000505,2025-11-16,PERSON_00163,PERSON_00420,PHONE_00163,work
SMS_000506,2026-03-30,PERSON_00166,PERSON_00011,PHONE_00166,OTP
SMS_000507,2024-12-12,PERSON_00169,PERSON_00052,PHONE_00169,work
SMS_000508,2025-06-04,PERSON_00172,PERSON_00093,PHONE_00172,delivery
SMS_000509,2024-06-22,PERSON_00175,PERSON_00134,PHONE_00175,meeting
SMS_000510,2021-05-24,PERSON_00178,PERSON_00175,PHONE_00178,OTP
SMS_000511,2021-06-03,PERSON_00181,PERSON_00216,PHONE_00181,family
SMS_000512,2021-12-02,PERSON_00184,PERSON_00257,PHONE_00184,delivery
SMS_000513,2026-06-04,PERSON_00187,PERSON_00298,PHONE_00187,short coordination
SMS_000514,2025-12-08,PERSON_00190,PERSON_00339,PHONE_00190,work
SMS_000515,2024-04-09,PERSON_00193,PERSON_00380,PHONE_00193,OTP
SMS_000516,2023-03-16,PERSON_00196,PERSON_00421,PHONE_00196,family
SMS_000517,2026-05-11,PERSON_00199,PERSON_00012,PHONE_00199,meeting
SMS_000518,2024-12-09,PERSON_00202,PERSON_00053,PHONE_00202,meeting
SMS_000519,2024-07-22,PERSON_00205,PERSON_00094,PHONE_00205,OTP
SMS_000520,2022-03-08,PERSON_00208,PERSON_00135,PHONE_00208,meeting
SMS_000521,2026-06-05,PERSON_00211,PERSON_00176,PHONE_00211,delivery
SMS_000522,2022-09-01,PERSON_00214,PERSON_00217,PHONE_00214,family
SMS_000523,2026-04-07,PERSON_00217,PERSON_00258,PHONE_00217,family
SMS_000524,2022-06-29,PERSON_00220,PERSON_00299,PHONE_00220,delivery
SMS_000525,2024-12-02,PERSON_00223,PERSON_00340,PHONE_00223,work
SMS_000526,2023-03-22,PERSON_00226,PERSON_00381,PHONE_00226,delivery
SMS_000527,2023-10-08,PERSON_00229,PERSON_00422,PHONE_00229,meeting
SMS_000528,2025-09-05,PERSON_00232,PERSON_00013,PHONE_00232,meeting
SMS_000529,2021-07-01,PERSON_00235,PERSON_00054,PHONE_00235,OTP
SMS_000530,2021-02-25,PERSON_00238,PERSON_00095,PHONE_00238,work
SMS_000531,2021-02-21,PERSON_00241,PERSON_00136,PHONE_00241,family
SMS_000532,2026-01-09,PERSON_00244,PERSON_00177,PHONE_00244,family
SMS_000533,2026-02-23,PERSON_00247,PERSON_00218,PHONE_00247,meeting
SMS_000534,2024-03-07,PERSON_00250,PERSON_00259,PHONE_00250,meeting
SMS_000535,2025-03-17,PERSON_00253,PERSON_00300,PHONE_00253,delivery
SMS_000536,2024-09-28,PERSON_00256,PERSON_00341,PHONE_00256,work
SMS_000537,2021-03-19,PERSON_00259,PERSON_00382,PHONE_00259,short coordination
SMS_000538,2023-09-06,PERSON_00262,PERSON_00423,PHONE_00262,meeting
SMS_000539,2022-03-17,PERSON_00265,PERSON_00014,PHONE_00265,family
SMS_000540,2026-01-18,PERSON_00268,PERSON_00055,PHONE_00268,meeting
SMS_000541,2021-09-09,PERSON_00271,PERSON_00096,PHONE_00271,meeting
SMS_000542,2023-04-19,PERSON_00274,PERSON_00137,PHONE_00274,OTP
SMS_000543,2026-02-03,PERSON_00277,PERSON_00178,PHONE_00277,delivery
SMS_000544,2025-04-07,PERSON_00280,PERSON_00219,PHONE_00280,OTP
SMS_000545,2022-02-18,PERSON_00283,PERSON_00260,PHONE_00283,short coordination
SMS_000546,2021-03-22,PERSON_00286,PERSON_00301,PHONE_00286,meeting
SMS_000547,2023-06-05,PERSON_00289,PERSON_00342,PHONE_00289,short coordination
SMS_000548,2023-03-24,PERSON_00292,PERSON_00383,PHONE_00292,OTP
SMS_000549,2023-11-15,PERSON_00295,PERSON_00424,PHONE_00295,OTP
SMS_000550,2025-06-16,PERSON_00298,PERSON_00015,PHONE_00298,work
SMS_000551,2024-07-14,PERSON_00301,PERSON_00056,PHONE_00301,OTP
SMS_000552,2026-02-16,PERSON_00304,PERSON_00097,PHONE_00304,family
SMS_000553,2024-09-04,PERSON_00307,PERSON_00138,PHONE_00307,OTP
SMS_000554,2024-08-01,PERSON_00310,PERSON_00179,PHONE_00310,delivery
SMS_000555,2023-05-08,PERSON_00313,PERSON_00220,PHONE_00313,family
SMS_000556,2023-03-22,PERSON_00316,PERSON_00261,PHONE_00316,short coordination
SMS_000557,2022-07-09,PERSON_00319,PERSON_00302,PHONE_00319,short coordination
SMS_000558,2023-12-28,PERSON_00322,PERSON_00343,PHONE_00322,work
SMS_000559,2021-08-08,PERSON_00325,PERSON_00384,PHONE_00325,OTP
SMS_000560,2022-11-20,PERSON_00328,PERSON_00425,PHONE_00328,short coordination
SMS_000561,2024-12-05,PERSON_00331,PERSON_00016,PHONE_00331,short coordination
SMS_000562,2021-02-12,PERSON_00334,PERSON_00057,PHONE_00334,work
SMS_000563,2022-06-26,PERSON_00337,PERSON_00098,PHONE_00337,short coordination
SMS_000564,2023-09-11,PERSON_00340,PERSON_00139,PHONE_00340,OTP
SMS_000565,2022-09-10,PERSON_00343,PERSON_00180,PHONE_00343,OTP
SMS_000566,2021-06-26,PERSON_00346,PERSON_00221,PHONE_00346,family
SMS_000567,2022-12-10,PERSON_00349,PERSON_00262,PHONE_00349,meeting
SMS_000568,2023-08-12,PERSON_00352,PERSON_00303,PHONE_00352,OTP
SMS_000569,2025-04-26,PERSON_00355,PERSON_00344,PHONE_00355,work
SMS_000570,2024-05-27,PERSON_00358,PERSON_00385,PHONE_00358,OTP
SMS_000571,2025-06-07,PERSON_00361,PERSON_00426,PHONE_00361,meeting
SMS_000572,2023-10-09,PERSON_00364,PERSON_00017,PHONE_00364,delivery
SMS_000573,2022-11-09,PERSON_00367,PERSON_00058,PHONE_00367,meeting
SMS_000574,2024-08-06,PERSON_00370,PERSON_00099,PHONE_00370,delivery
SMS_000575,2025-12-13,PERSON_00373,PERSON_00140,PHONE_00373,meeting
SMS_000576,2021-04-16,PERSON_00376,PERSON_00181,PHONE_00376,OTP
SMS_000577,2022-05-20,PERSON_00379,PERSON_00222,PHONE_00379,OTP
SMS_000578,2022-10-16,PERSON_00382,PERSON_00263,PHONE_00382,meeting
SMS_000579,2024-08-04,PERSON_00385,PERSON_00304,PHONE_00385,meeting
SMS_000580,2021-11-29,PERSON_00388,PERSON_00345,PHONE_00388,work
SMS_000581,2022-11-05,PERSON_00391,PERSON_00386,PHONE_00391,family
SMS_000582,2025-10-13,PERSON_00394,PERSON_00427,PHONE_00394,delivery
SMS_000583,2021-02-26,PERSON_00397,PERSON_00018,PHONE_00397,work
SMS_000584,2022-04-22,PERSON_00400,PERSON_00059,PHONE_00400,work
SMS_000585,2022-07-15,PERSON_00403,PERSON_00100,PHONE_00403,OTP
SMS_000586,2023-06-23,PERSON_00406,PERSON_00141,PHONE_00406,family
SMS_000587,2024-03-03,PERSON_00409,PERSON_00182,PHONE_00409,short coordination
SMS_000588,2025-10-23,PERSON_00412,PERSON_00223,PHONE_00412,OTP
SMS_000589,2021-10-02,PERSON_00415,PERSON_00264,PHONE_00415,short coordination
SMS_000590,2022-06-25,PERSON_00418,PERSON_00305,PHONE_00418,delivery
SMS_000591,2025-03-19,PERSON_00421,PERSON_00346,PHONE_00421,meeting
SMS_000592,2022-02-03,PERSON_00424,PERSON_00387,PHONE_00424,delivery
SMS_000593,2023-09-20,PERSON_00427,PERSON_00428,PHONE_00427,family
SMS_000594,2026-01-24,PERSON_00430,PERSON_00019,PHONE_00430,OTP
SMS_000595,2024-04-22,PERSON_00433,PERSON_00060,PHONE_00433,family
SMS_000596,2026-04-12,PERSON_00436,PERSON_00101,PHONE_00436,family
SMS_000597,2024-06-26,PERSON_00439,PERSON_00142,PHONE_00439,short coordination
SMS_000598,2021-07-23,PERSON_00442,PERSON_00183,PHONE_00442,work
SMS_000599,2022-06-26,PERSON_00445,PERSON_00224,PHONE_00445,delivery
SMS_000600,2023-12-23,PERSON_00448,PERSON_00265,PHONE_00448,family
SMS_000601,2021-02-23,PERSON_00001,PERSON_00306,PHONE_00001,delivery
SMS_000602,2026-06-15,PERSON_00004,PERSON_00347,PHONE_00004,delivery
SMS_000603,2023-09-02,PERSON_00007,PERSON_00388,PHONE_00007,meeting
SMS_000604,2024-11-18,PERSON_00010,PERSON_00429,PHONE_00010,meeting
SMS_000605,2024-08-19,PERSON_00013,PERSON_00020,PHONE_00013,family
SMS_000606,2026-02-21,PERSON_00016,PERSON_00061,PHONE_00016,OTP
SMS_000607,2023-11-25,PERSON_00019,PERSON_00102,PHONE_00019,meeting
SMS_000608,2024-04-05,PERSON_00022,PERSON_00143,PHONE_00022,family
SMS_000609,2021-10-18,PERSON_00025,PERSON_00184,PHONE_00025,family
SMS_000610,2022-10-12,PERSON_00028,PERSON_00225,PHONE_00028,meeting
SMS_000611,2024-11-18,PERSON_00031,PERSON_00266,PHONE_00031,OTP
SMS_000612,2024-05-06,PERSON_00034,PERSON_00307,PHONE_00034,meeting
SMS_000613,2024-05-27,PERSON_00037,PERSON_00348,PHONE_00037,family
SMS_000614,2024-01-31,PERSON_00040,PERSON_00389,PHONE_00040,meeting
SMS_000615,2025-04-13,PERSON_00043,PERSON_00430,PHONE_00043,family
SMS_000616,2024-12-18,PERSON_00046,PERSON_00021,PHONE_00046,meeting
SMS_000617,2026-05-06,PERSON_00049,PERSON_00062,PHONE_00049,OTP
SMS_000618,2021-12-21,PERSON_00052,PERSON_00103,PHONE_00052,work
SMS_000619,2022-12-05,PERSON_00055,PERSON_00144,PHONE_00055,family
SMS_000620,2022-06-23,PERSON_00058,PERSON_00185,PHONE_00058,OTP
SMS_000621,2026-04-03,PERSON_00061,PERSON_00226,PHONE_00061,short coordination
SMS_000622,2022-01-07,PERSON_00064,PERSON_00267,PHONE_00064,short coordination
SMS_000623,2022-01-18,PERSON_00067,PERSON_00308,PHONE_00067,delivery
SMS_000624,2024-08-18,PERSON_00070,PERSON_00349,PHONE_00070,work
SMS_000625,2026-04-06,PERSON_00073,PERSON_00390,PHONE_00073,delivery
SMS_000626,2025-04-12,PERSON_00076,PERSON_00431,PHONE_00076,short coordination
SMS_000627,2025-03-27,PERSON_00079,PERSON_00022,PHONE_00079,meeting
SMS_000628,2023-05-08,PERSON_00082,PERSON_00063,PHONE_00082,short coordination
SMS_000629,2021-08-30,PERSON_00085,PERSON_00104,PHONE_00085,family
SMS_000630,2021-07-24,PERSON_00088,PERSON_00145,PHONE_00088,short coordination
SMS_000631,2022-12-24,PERSON_00091,PERSON_00186,PHONE_00091,meeting
SMS_000632,2025-09-01,PERSON_00094,PERSON_00227,PHONE_00094,OTP
SMS_000633,2023-06-25,PERSON_00097,PERSON_00268,PHONE_00097,OTP
SMS_000634,2021-03-20,PERSON_00100,PERSON_00309,PHONE_00100,OTP
SMS_000635,2024-09-28,PERSON_00103,PERSON_00350,PHONE_00103,meeting
SMS_000636,2021-10-12,PERSON_00106,PERSON_00391,PHONE_00106,meeting
SMS_000637,2024-11-01,PERSON_00109,PERSON_00432,PHONE_00109,short coordination
SMS_000638,2024-08-05,PERSON_00112,PERSON_00023,PHONE_00112,meeting
SMS_000639,2022-02-18,PERSON_00115,PERSON_00064,PHONE_00115,family
SMS_000640,2023-08-25,PERSON_00118,PERSON_00105,PHONE_00118,family
SMS_000641,2021-08-05,PERSON_00121,PERSON_00146,PHONE_00121,family
SMS_000642,2022-02-15,PERSON_00124,PERSON_00187,PHONE_00124,OTP
SMS_000643,2021-03-02,PERSON_00127,PERSON_00228,PHONE_00127,short coordination
SMS_000644,2024-09-05,PERSON_00130,PERSON_00269,PHONE_00130,meeting
SMS_000645,2023-06-20,PERSON_00133,PERSON_00310,PHONE_00133,delivery
SMS_000646,2025-06-03,PERSON_00136,PERSON_00351,PHONE_00136,meeting
SMS_000647,2025-07-17,PERSON_00139,PERSON_00392,PHONE_00139,OTP
SMS_000648,2024-09-27,PERSON_00142,PERSON_00433,PHONE_00142,OTP
SMS_000649,2022-02-15,PERSON_00145,PERSON_00024,PHONE_00145,delivery
SMS_000650,2021-08-25,PERSON_00148,PERSON_00065,PHONE_00148,work
SMS_000651,2026-06-09,PERSON_00151,PERSON_00106,PHONE_00151,family
SMS_000652,2021-10-26,PERSON_00154,PERSON_00147,PHONE_00154,short coordination
SMS_000653,2021-06-14,PERSON_00157,PERSON_00188,PHONE_00157,meeting
SMS_000654,2024-03-24,PERSON_00160,PERSON_00229,PHONE_00160,short coordination
SMS_000655,2026-04-03,PERSON_00163,PERSON_00270,PHONE_00163,meeting
SMS_000656,2023-04-02,PERSON_00166,PERSON_00311,PHONE_00166,short coordination
SMS_000657,2021-07-02,PERSON_00169,PERSON_00352,PHONE_00169,meeting
SMS_000658,2024-02-06,PERSON_00172,PERSON_00393,PHONE_00172,delivery
SMS_000659,2022-04-24,PERSON_00175,PERSON_00434,PHONE_00175,work
SMS_000660,2024-03-29,PERSON_00178,PERSON_00025,PHONE_00178,short coordination
SMS_000661,2023-06-13,PERSON_00181,PERSON_00066,PHONE_00181,short coordination
SMS_000662,2022-10-16,PERSON_00184,PERSON_00107,PHONE_00184,meeting
SMS_000663,2025-11-18,PERSON_00187,PERSON_00148,PHONE_00187,short coordination
SMS_000664,2022-11-05,PERSON_00190,PERSON_00189,PHONE_00190,OTP
SMS_000665,2021-08-25,PERSON_00193,PERSON_00230,PHONE_00193,short coordination
SMS_000666,2022-05-02,PERSON_00196,PERSON_00271,PHONE_00196,short coordination
SMS_000667,2022-01-22,PERSON_00199,PERSON_00312,PHONE_00199,family
SMS_000668,2024-07-30,PERSON_00202,PERSON_00353,PHONE_00202,delivery
SMS_000669,2022-12-22,PERSON_00205,PERSON_00394,PHONE_00205,work
SMS_000670,2025-05-16,PERSON_00208,PERSON_00435,PHONE_00208,OTP
SMS_000671,2025-12-19,PERSON_00211,PERSON_00026,PHONE_00211,family
