travel_id,person_id,date,mode,origin,destination
TRV_0369,PERSON_00327,2024-07-09,Hotel,Noida,Indore
TRV_0370,PERSON_00334,2022-06-04,Flight,Panaji,Chennai
TRV_0371,PERSON_00341,2021-07-01,Flight,Bengaluru,Bhubaneswar
TRV_0372,PERSON_00348,2024-05-22,Flight,Kolkata,Noida
TRV_0373,PERSON_00355,2025-12-31,Hotel,Delhi,Bengaluru
TRV_0374,PERSON_00362,2021-10-05,Rail,Kolkata,Kolkata
TRV_0375,PERSON_00369,2022-08-25,Bus,Jaipur,Delhi
TRV_0376,PERSON_00376,2023-01-16,Hotel,Ranchi,Patna
TRV_0377,PERSON_00383,2024-02-19,Hotel,Bengaluru,Chennai
TRV_0378,PERSON_00390,2025-11-14,Flight,Noida,Bhubaneswar
TRV_0379,PERSON_00397,2026-01-16,Bus,Hyderabad,Patna
TRV_0380,PERSON_00404,2024-11-08,Bus,Delhi,Mumbai
TRV_0381,PERSON_00411,2023-10-14,Rail,Ahmedabad,Kolkata
TRV_0382,PERSON_00418,2024-01-03,Flight,Hyderabad,Ahmedabad
TRV_0383,PERSON_00425,2024-11-28,Bus,Chennai,Bhubaneswar
TRV_0384,PERSON_00432,2023-07-26,Rail,Chennai,Delhi
TRV_0385,PERSON_00439,2023-04-09,Flight,Hyderabad,Hyderabad
TRV_0386,PERSON_00446,2025-02-17,Bus,Kolkata,Bhubaneswar
TRV_0387,PERSON_00003,2025-01-05,Rail,Kochi,Vijayawada
TRV_0388,PERSON_00010,2021-04-08,Flight,Noida,Bhubaneswar
TRV_0389,PERSON_00017,2025-07-12,Bus,Panaji,Mumbai
TRV_0390,PERSON_00024,2024-06-02,Flight,Kochi,Raipur
TRV_0391,PERSON_00031,2025-12-26,Rail,Ranchi,Raipur
TRV_0392,PERSON_00038,2021-01-11,Flight,Panaji,Indore
TRV_0393,PERSON_00045,2023-12-26,Rail,Jaipur,Ahmedabad
TRV_0394,PERSON_00052,2023-04-19,Flight,Ahmedabad,Noida
TRV_0395,PERSON_00059,2021-09-21,Rail,Kolkata,Raipur
TRV_0396,PERSON_00066,2025-12-04,Hotel,Delhi,Bengaluru
TRV_0397,PERSON_00073,2025-01-30,Flight,Raipur,Chennai
TRV_0398,PERSON_00080,2023-06-10,Flight,Mumbai,Panaji
TRV_0399,PERSON_00087,2021-07-09,Hotel,Jaipur,Panaji
TRV_0400,PERSON_00094,2025-07-05,Flight,Raipur,Kochi
