txn_id,date,account_id,person_id,transaction_type,amount,counterparty,description
TXN_002087,2022-11-08,ACCT_00287,PERSON_00287,customer,113388,PERSON_00244,customer
TXN_002088,2021-03-15,ACCT_00288,PERSON_00288,customer,70271,PERSON_00281,customer
TXN_002089,2021-03-04,ACCT_00289,PERSON_00289,upi,5091,PERSON_00318,upi
TXN_002090,2025-05-06,ACCT_00290,PERSON_00290,salary,45863,PERSON_00355,salary
TXN_002091,2026-01-17,ACCT_00291,PERSON_00291,transfer,203329,PERSON_00392,transfer
TXN_002092,2021-12-27,ACCT_00292,PERSON_00292,fuel,1227,PERSON_00429,fuel
TXN_002093,2021-05-26,ACCT_00293,PERSON_00293,upi,10116,PERSON_00016,upi
TXN_002094,2025-01-25,ACCT_00294,PERSON_00294,utility,5256,PERSON_00053,utility
TXN_002095,2023-08-18,ACCT_00295,PERSON_00295,customer,107877,PERSON_00090,customer
TXN_002096,2021-11-18,ACCT_00296,PERSON_00296,fuel,4015,PERSON_00127,fuel
TXN_002097,2026-05-11,ACCT_00297,PERSON_00297,salary,32557,PERSON_00164,salary
TXN_002098,2023-11-25,ACCT_00298,PERSON_00298,supplier,48652,PERSON_00201,supplier
TXN_002099,2022-08-01,ACCT_00299,PERSON_00299,customer,88336,PERSON_00238,customer
TXN_002100,2023-11-10,ACCT_00300,PERSON_00300,fuel,3732,PERSON_00275,fuel
TXN_002101,2021-12-29,ACCT_00301,PERSON_00301,fuel,1511,PERSON_00312,fuel
TXN_002102,2026-04-26,ACCT_00302,PERSON_00302,utility,3918,PERSON_00349,utility
TXN_002103,2023-03-23,ACCT_00303,PERSON_00303,utility,5079,PERSON_00386,utility
TXN_002104,2026-03-12,ACCT_00304,PERSON_00304,grocery,657,PERSON_00423,grocery
TXN_002105,2025-07-13,ACCT_00305,PERSON_00305,grocery,4023,PERSON_00010,grocery
TXN_002106,2026-01-04,ACCT_00306,PERSON_00306,grocery,1299,PERSON_00047,grocery
TXN_002107,2022-12-14,ACCT_00307,PERSON_00307,salary,23368,PERSON_00084,salary
TXN_002108,2024-09-11,ACCT_00308,PERSON_00308,transfer,76619,PERSON_00121,transfer
TXN_002109,2025-03-20,ACCT_00309,PERSON_00309,grocery,3448,PERSON_00158,grocery
TXN_002110,2022-04-16,ACCT_00310,PERSON_00310,utility,3777,PERSON_00195,utility
TXN_002111,2023-04-25,ACCT_00311,PERSON_00311,fuel,2112,PERSON_00232,fuel
TXN_002112,2026-01-12,ACCT_00312,PERSON_00312,rent,7384,PERSON_00269,rent
TXN_002113,2025-08-19,ACCT_00313,PERSON_00313,grocery,3634,PERSON_00306,grocery
TXN_002114,2025-09-22,ACCT_00314,PERSON_00314,supplier,28109,PERSON_00343,supplier
TXN_002115,2024-06-02,ACCT_00315,PERSON_00315,salary,73547,PERSON_00380,salary
TXN_002116,2024-07-29,ACCT_00316,PERSON_00316,utility,4559,PERSON_00417,utility
TXN_002117,2024-03-07,ACCT_00317,PERSON_00317,transfer,51323,PERSON_00004,transfer
TXN_002118,2023-07-23,ACCT_00318,PERSON_00318,customer,57934,PERSON_00041,customer
TXN_002119,2022-05-01,ACCT_00319,PERSON_00319,upi,9495,PERSON_00078,upi
TXN_002120,2023-07-14,ACCT_00320,PERSON_00320,fuel,2925,PERSON_00115,fuel
TXN_002121,2025-11-19,ACCT_00321,PERSON_00321,salary,24581,PERSON_00152,salary
TXN_002122,2022-07-11,ACCT_00322,PERSON_00322,salary,30591,PERSON_00189,salary
TXN_002123,2024-05-19,ACCT_00323,PERSON_00323,rent,6584,PERSON_00226,rent
TXN_002124,2026-05-03,ACCT_00324,PERSON_00324,grocery,5290,PERSON_00263,grocery
TXN_002125,2025-08-23,ACCT_00325,PERSON_00325,emi,18306,PERSON_00300,emi
TXN_002126,2021-07-29,ACCT_00326,PERSON_00326,customer,3905,PERSON_00337,customer
TXN_002127,2024-08-11,ACCT_00327,PERSON_00327,grocery,1970,PERSON_00374,grocery
TXN_002128,2023-09-25,ACCT_00328,PERSON_00328,cash_deposit,232169,PERSON_00411,cash deposit
TXN_002129,2025-03-29,ACCT_00329,PERSON_00329,emi,32980,PERSON_00448,emi
TXN_002130,2022-02-14,ACCT_00330,PERSON_00330,salary,40033,PERSON_00035,salary
TXN_002131,2025-07-13,ACCT_00331,PERSON_00331,utility,5849,PERSON_00072,utility
TXN_002132,2023-01-30,ACCT_00332,PERSON_00332,upi,2555,PERSON_00109,upi
TXN_002133,2024-05-27,ACCT_00333,PERSON_00333,supplier,20953,PERSON_00146,supplier
TXN_002134,2024-06-17,ACCT_00334,PERSON_00334,transfer,165624,PERSON_00183,transfer
TXN_002135,2021-10-24,ACCT_00335,PERSON_00335,rent,10737,PERSON_00220,rent
TXN_002136,2024-07-13,ACCT_00336,PERSON_00336,salary,69017,PERSON_00257,salary
TXN_002137,2022-06-28,ACCT_00337,PERSON_00337,grocery,5587,PERSON_00294,grocery
TXN_002138,2023-01-25,ACCT_00338,PERSON_00338,grocery,488,PERSON_00331,grocery
TXN_002139,2022-07-18,ACCT_00339,PERSON_00339,upi,8250,PERSON_00368,upi
TXN_002140,2021-08-30,ACCT_00340,PERSON_00340,transfer,147135,PERSON_00405,transfer
TXN_002141,2021-08-06,ACCT_00341,PERSON_00341,rent,10134,PERSON_00442,rent
TXN_002142,2021-04-14,ACCT_00342,PERSON_00342,supplier,48666,PERSON_00029,supplier
TXN_002143,2026-04-26,ACCT_00343,PERSON_00343,salary,19549,PERSON_00066,salary
TXN_002144,2025-10-12,ACCT_00344,PERSON_00344,utility,2981,PERSON_00103,utility
TXN_002145,2022-06-04,ACCT_00345,PERSON_00345,grocery,5600,PERSON_00140,grocery
TXN_002146,2021-02-26,ACCT_00346,PERSON_00346,fuel,1923,PERSON_00177,fuel
TXN_002147,2021-01-21,ACCT_00347,PERSON_00347,customer,73294,PERSON_00214,customer
TXN_002148,2025-02-05,ACCT_00348,PERSON_00348,emi,6885,PERSON_00251,emi
TXN_002149,2023-10-27,ACCT_00349,PERSON_00349,customer,49324,PERSON_00288,customer
TXN_002150,2024-08-11,ACCT_00350,PERSON_00350,rent,9247,PERSON_00325,rent
TXN_002151,2021-04-27,ACCT_00351,PERSON_00351,fuel,3869,PERSON_00362,fuel
TXN_002152,2024-02-29,ACCT_00352,PERSON_00352,salary,64367,PERSON_00399,salary
TXN_002153,2023-11-27,ACCT_00353,PERSON_00353,utility,5087,PERSON_00436,utility
TXN_002154,2022-12-16,ACCT_00354,PERSON_00354,cash_deposit,135035,PERSON_00023,cash deposit
TXN_002155,2021-07-09,ACCT_00355,PERSON_00355,upi,226125,PERSON_00060,upi
TXN_002156,2021-12-10,ACCT_00356,PERSON_00356,upi,7701,PERSON_00097,upi
TXN_002157,2024-10-21,ACCT_00357,PERSON_00357,fuel,5703,PERSON_00134,fuel
TXN_002158,2025-07-27,ACCT_00358,PERSON_00358,grocery,5061,PERSON_00171,grocery
TXN_002159,2021-05-24,ACCT_00359,PERSON_00359,salary,35732,PERSON_00208,salary
TXN_002160,2025-02-05,ACCT_00360,PERSON_00360,upi,151060,PERSON_00245,upi
TXN_002161,2024-04-19,ACCT_00361,PERSON_00361,fuel,5575,PERSON_00282,fuel
TXN_002162,2024-08-01,ACCT_00362,PERSON_00362,salary,55535,PERSON_00319,salary
TXN_002163,2024-03-10,ACCT_00363,PERSON_00363,rent,20894,PERSON_00356,rent
TXN_002164,2021-02-12,ACCT_00364,PERSON_00364,customer,79578,PERSON_00393,customer
TXN_002165,2025-04-10,ACCT_00365,PERSON_00365,cash_deposit,137898,PERSON_00430,cash deposit
TXN_002166,2022-09-02,ACCT_00366,PERSON_00366,upi,161929,PERSON_00017,upi
TXN_002167,2024-09-13,ACCT_00367,PERSON_00367,utility,3241,PERSON_00054,utility
TXN_002168,2021-06-01,ACCT_00368,PERSON_00368,upi,7516,PERSON_00091,upi
TXN_002169,2022-09-20,ACCT_00369,PERSON_00369,supplier,67853,PERSON_00128,supplier
TXN_002170,2023-08-29,ACCT_00370,PERSON_00370,upi,83675,PERSON_00165,upi
TXN_002171,2023-11-15,ACCT_00371,PERSON_00371,emi,32405,PERSON_00202,emi
TXN_002172,2022-02-09,ACCT_00372,PERSON_00372,fuel,4993,PERSON_00239,fuel
TXN_002173,2021-05-18,ACCT_00373,PERSON_00373,fuel,3147,PERSON_00276,fuel
TXN_002174,2024-05-16,ACCT_00374,PERSON_00374,utility,1426,PERSON_00313,utility
TXN_002175,2026-01-13,ACCT_00375,PERSON_00375,upi,6619,PERSON_00350,upi
TXN_002176,2024-12-13,ACCT_00376,PERSON_00376,cash_deposit,186394,PERSON_00387,cash deposit
TXN_002177,2022-07-30,ACCT_00377,PERSON_00377,upi,45710,PERSON_00424,upi
TXN_002178,2024-09-18,ACCT_00378,PERSON_00378,upi,10483,PERSON_00011,upi
TXN_002179,2025-11-26,ACCT_00379,PERSON_00379,grocery,1054,PERSON_00048,grocery
TXN_002180,2026-06-11,ACCT_00380,PERSON_00380,upi,166741,PERSON_00085,upi
TXN_002181,2022-05-29,ACCT_00381,PERSON_00381,cash_deposit,163743,PERSON_00122,cash deposit
TXN_002182,2022-04-23,ACCT_00382,PERSON_00382,customer,103283,PERSON_00159,customer
TXN_002183,2023-12-04,ACCT_00383,PERSON_00383,utility,4602,PERSON_00196,utility
TXN_002184,2021-01-13,ACCT_00384,PERSON_00384,supplier,6372,PERSON_00233,supplier
TXN_002185,2024-01-26,ACCT_00385,PERSON_00385,rent,15545,PERSON_00270,rent
TXN_002186,2022-05-26,ACCT_00386,PERSON_00386,salary,47394,PERSON_00307,salary
TXN_002187,2025-05-19,ACCT_00387,PERSON_00387,customer,16480,PERSON_00344,customer
TXN_002188,2023-10-17,ACCT_00388,PERSON_00388,fuel,1430,PERSON_00381,fuel
TXN_002189,2022-04-30,ACCT_00389,PERSON_00389,upi,175492,PERSON_00418,upi
TXN_002190,2025-01-20,ACCT_00390,PERSON_00390,utility,5750,PERSON_00005,utility
TXN_002191,2026-06-04,ACCT_00391,PERSON_00391,fuel,2164,PERSON_00042,fuel
TXN_002192,2022-08-16,ACCT_00392,PERSON_00392,cash_deposit,101056,PERSON_00079,cash deposit
TXN_002193,2024-10-06,ACCT_00393,PERSON_00393,supplier,72226,PERSON_00116,supplier
TXN_002194,2023-09-25,ACCT_00394,PERSON_00394,upi,189444,PERSON_00153,upi
TXN_002195,2022-12-10,ACCT_00395,PERSON_00395,supplier,65690,PERSON_00190,supplier
TXN_002196,2023-12-03,ACCT_00396,PERSON_00396,upi,10995,PERSON_00227,upi
TXN_002197,2025-10-29,ACCT_00397,PERSON_00397,rent,7483,PERSON_00264,rent
TXN_002198,2025-09-30,ACCT_00398,PERSON_00398,upi,89459,PERSON_00301,upi
TXN_002199,2024-03-23,ACCT_00399,PERSON_00399,upi,8233,PERSON_00338,upi
TXN_002200,2024-12-15,ACCT_00400,PERSON_00400,utility,4673,PERSON_00375,utility
TXN_002201,2025-11-21,ACCT_00401,PERSON_00401,grocery,6447,PERSON_00412,grocery
TXN_002202,2022-05-05,ACCT_00402,PERSON_00402,supplier,77981,PERSON_00449,supplier
TXN_002203,2023-12-21,ACCT_00403,PERSON_00403,grocery,1856,PERSON_00036,grocery
TXN_002204,2024-12-29,ACCT_00404,PERSON_00404,cash_deposit,8542,PERSON_00073,cash deposit
TXN_002205,2023-10-16,ACCT_00405,PERSON_00405,fuel,1306,PERSON_00110,fuel
TXN_002206,2026-06-15,ACCT_00406,PERSON_00406,rent,18166,PERSON_00147,rent
TXN_002207,2026-04-14,ACCT_00407,PERSON_00407,grocery,5140,PERSON_00184,grocery
TXN_002208,2022-07-02,ACCT_00408,PERSON_00408,upi,107018,PERSON_00221,upi
TXN_002209,2021-08-02,ACCT_00409,PERSON_00409,fuel,2815,PERSON_00258,fuel
TXN_002210,2023-06-04,ACCT_00410,PERSON_00410,salary,54561,PERSON_00295,salary
TXN_002211,2026-03-22,ACCT_00411,PERSON_00411,grocery,4101,PERSON_00332,grocery
TXN_002212,2022-04-09,ACCT_00412,PERSON_00412,upi,10641,PERSON_00369,upi
TXN_002213,2025-04-01,ACCT_00413,PERSON_00413,utility,6864,PERSON_00406,utility
TXN_002214,2025-03-13,ACCT_00414,PERSON_00414,upi,4469,PERSON_00443,upi
TXN_002215,2026-04-18,ACCT_00415,PERSON_00415,customer,116478,PERSON_00030,customer
TXN_002216,2026-05-18,ACCT_00416,PERSON_00416,fuel,2497,PERSON_00067,fuel
TXN_002217,2022-11-17,ACCT_00417,PERSON_00417,upi,7812,PERSON_00104,upi
TXN_002218,2021-07-12,ACCT_00418,PERSON_00418,cash_deposit,117989,PERSON_00141,cash deposit
TXN_002219,2022-10-09,ACCT_00419,PERSON_00419,salary,29617,PERSON_00178,salary
TXN_002220,2023-07-07,ACCT_00420,PERSON_00420,transfer,155703,PERSON_00215,transfer
TXN_002221,2022-01-31,ACCT_00421,PERSON_00421,fuel,3931,PERSON_00252,fuel
TXN_002222,2025-05-28,ACCT_00422,PERSON_00422,upi,176176,PERSON_00289,upi
TXN_002223,2022-11-07,ACCT_00423,PERSON_00423,transfer,30028,PERSON_00326,transfer
TXN_002224,2021-10-13,ACCT_00424,PERSON_00424,rent,8333,PERSON_00363,rent
TXN_002225,2022-01-10,ACCT_00425,PERSON_00425,grocery,4649,PERSON_00400,grocery
TXN_002226,2021-04-07,ACCT_00426,PERSON_00426,fuel,2738,PERSON_00437,fuel
TXN_002227,2023-04-06,ACCT_00427,PERSON_00427,fuel,2393,PERSON_00024,fuel
TXN_002228,2021-09-04,ACCT_00428,PERSON_00428,rent,16626,PERSON_00061,rent
TXN_002229,2025-01-25,ACCT_00429,PERSON_00429,upi,101194,PERSON_00098,upi
TXN_002230,2022-12-04,ACCT_00430,PERSON_00430,upi,207113,PERSON_00135,upi
TXN_002231,2024-02-22,ACCT_00431,PERSON_00431,fuel,5585,PERSON_00172,fuel
TXN_002232,2025-03-06,ACCT_00432,PERSON_00432,transfer,54147,PERSON_00209,transfer
TXN_002233,2024-09-22,ACCT_00433,PERSON_00433,upi,8611,PERSON_00246,upi
TXN_002234,2021-08-20,ACCT_00434,PERSON_00434,upi,149208,PERSON_00283,upi
TXN_002235,2021-09-04,ACCT_00435,PERSON_00435,grocery,6184,PERSON_00320,grocery
TXN_002236,2023-11-21,ACCT_00436,PERSON_00436,supplier,6318,PERSON_00357,supplier
TXN_002237,2024-09-05,ACCT_00437,PERSON_00437,fuel,3021,PERSON_00394,fuel
TXN_002238,2023-06-18,ACCT_00438,PERSON_00438,customer,27582,PERSON_00431,customer
TXN_002239,2022-08-21,ACCT_00439,PERSON_00439,upi,50492,PERSON_00018,upi
TXN_002240,2024-01-07,ACCT_00440,PERSON_00440,utility,3981,PERSON_00055,utility
TXN_002241,2024-10-29,ACCT_00441,PERSON_00441,rent,18236,PERSON_00092,rent
TXN_002242,2025-11-29,ACCT_00442,PERSON_00442,utility,999,PERSON_00129,utility
TXN_002243,2023-03-10,ACCT_00443,PERSON_00443,utility,4834,PERSON_00166,utility
TXN_002244,2022-03-10,ACCT_00444,PERSON_00444,upi,9387,PERSON_00203,upi
TXN_002245,2025-01-03,ACCT_00445,PERSON_00445,supplier,39901,PERSON_00240,supplier
TXN_002246,2025-02-20,ACCT_00446,PERSON_00446,transfer,90727,PERSON_00277,transfer
TXN_002247,2026-06-02,ACCT_00447,PERSON_00447,cash_deposit,27734,PERSON_00314,cash deposit
TXN_002248,2026-06-17,ACCT_00448,PERSON_00448,upi,5368,PERSON_00351,upi
TXN_002249,2025-11-06,ACCT_00449,PERSON_00449,rent,19938,PERSON_00388,rent
TXN_002250,2025-04-03,ACCT_00450,PERSON_00450,rent,8934,PERSON_00425,rent
TXN_002251,2024-09-13,ACCT_00001,PERSON_00001,grocery,3214,PERSON_00012,grocery
TXN_002252,2025-03-28,ACCT_00002,PERSON_00002,customer,83133,PERSON_00049,customer
TXN_002253,2024-05-14,ACCT_00003,PERSON_00003,upi,109338,PERSON_00086,upi
TXN_002254,2023-04-26,ACCT_00004,PERSON_00004,grocery,1992,PERSON_00123,grocery
TXN_002255,2021-06-28,ACCT_00005,PERSON_00005,emi,15153,PERSON_00160,emi
TXN_002256,2022-02-20,ACCT_00006,PERSON_00006,salary,64319,PERSON_00197,salary
TXN_002257,2025-01-24,ACCT_00007,PERSON_00007,supplier,53444,PERSON_00234,supplier
TXN_002258,2021-05-27,ACCT_00008,PERSON_00008,transfer,226944,PERSON_00271,transfer
TXN_002259,2023-01-03,ACCT_00009,PERSON_00009,grocery,4113,PERSON_00308,grocery
TXN_002260,2024-06-23,ACCT_00010,PERSON_00010,upi,152896,PERSON_00345,upi
TXN_002261,2022-12-01,ACCT_00011,PERSON_00011,upi,509,PERSON_00382,upi
TXN_002262,2022-06-28,ACCT_00012,PERSON_00012,rent,17592,PERSON_00419,rent
TXN_002263,2026-02-27,ACCT_00013,PERSON_00013,fuel,5784,PERSON_00006,fuel
TXN_002264,2023-02-13,ACCT_00014,PERSON_00014,cash_deposit,157011,PERSON_00043,cash deposit
TXN_002265,2023-03-26,ACCT_00015,PERSON_00015,upi,9048,PERSON_00080,upi
TXN_002266,2022-03-26,ACCT_00016,PERSON_00016,utility,4045,PERSON_00117,utility
TXN_002267,2024-01-05,ACCT_00017,PERSON_00017,fuel,5975,PERSON_00154,fuel
TXN_002268,2023-08-12,ACCT_00018,PERSON_00018,upi,234644,PERSON_00191,upi
TXN_002269,2023-03-05,ACCT_00019,PERSON_00019,upi,9620,PERSON_00228,upi
TXN_002270,2023-12-08,ACCT_00020,PERSON_00020,utility,1746,PERSON_00265,utility
TXN_002271,2024-06-22,ACCT_00021,PERSON_00021,upi,35474,PERSON_00302,upi
TXN_002272,2023-02-11,ACCT_00022,PERSON_00022,upi,32288,PERSON_00339,upi
TXN_002273,2022-02-25,ACCT_00023,PERSON_00023,upi,247308,PERSON_00376,upi
TXN_002274,2024-04-22,ACCT_00024,PERSON_00024,emi,13784,PERSON_00413,emi
TXN_002275,2024-10-18,ACCT_00025,PERSON_00025,fuel,1789,PERSON_00450,fuel
TXN_002276,2024-08-04,ACCT_00026,PERSON_00026,transfer,80586,PERSON_00037,transfer
TXN_002277,2024-04-02,ACCT_00027,PERSON_00027,grocery,6163,PERSON_00074,grocery
TXN_002278,2024-02-21,ACCT_00028,PERSON_00028,utility,3112,PERSON_00111,utility
TXN_002279,2021-03-01,ACCT_00029,PERSON_00029,rent,16153,PERSON_00148,rent
TXN_002280,2021-12-26,ACCT_00030,PERSON_00030,grocery,1468,PERSON_00185,grocery
TXN_002281,2025-06-23,ACCT_00031,PERSON_00031,transfer,17990,PERSON_00222,transfer
TXN_002282,2026-06-11,ACCT_00032,PERSON_00032,transfer,41776,PERSON_00259,transfer
TXN_002283,2023-12-12,ACCT_00033,PERSON_00033,rent,20373,PERSON_00296,rent
TXN_002284,2022-02-11,ACCT_00034,PERSON_00034,cash_deposit,99380,PERSON_00333,cash deposit
TXN_002285,2022-06-22,ACCT_00035,PERSON_00035,fuel,1909,PERSON_00370,fuel
TXN_002286,2022-11-05,ACCT_00036,PERSON_00036,cash_deposit,93225,PERSON_00407,cash deposit
TXN_002287,2021-10-07,ACCT_00037,PERSON_00037,grocery,6155,PERSON_00444,grocery
TXN_002288,2025-10-13,ACCT_00038,PERSON_00038,customer,57063,PERSON_00031,customer
TXN_002289,2022-03-12,ACCT_00039,PERSON_00039,grocery,2400,PERSON_00068,grocery
TXN_002290,2022-10-24,ACCT_00040,PERSON_00040,upi,10444,PERSON_00105,upi
TXN_002291,2026-06-02,ACCT_00041,PERSON_00041,fuel,2344,PERSON_00142,fuel
TXN_002292,2022-07-05,ACCT_00042,PERSON_00042,upi,7400,PERSON_00179,upi
TXN_002293,2022-10-03,ACCT_00043,PERSON_00043,rent,15778,PERSON_00216,rent
TXN_002294,2026-01-29,ACCT_00044,PERSON_00044,fuel,4114,PERSON_00253,fuel
TXN_002295,2021-02-12,ACCT_00045,PERSON_00045,rent,13917,PERSON_00290,rent
TXN_002296,2025-04-30,ACCT_00046,PERSON_00046,customer,93782,PERSON_00327,customer
TXN_002297,2025-10-30,ACCT_00047,PERSON_00047,grocery,4251,PERSON_00364,grocery
TXN_002298,2026-02-20,ACCT_00048,PERSON_00048,emi,20480,PERSON_00401,emi
TXN_002299,2023-06-08,ACCT_00049,PERSON_00049,transfer,34743,PERSON_00438,transfer
TXN_002300,2022-01-07,ACCT_00050,PERSON_00050,cash_deposit,151395,PERSON_00025,cash deposit
TXN_002301,2023-06-30,ACCT_00051,PERSON_00051,grocery,2827,PERSON_00062,grocery
TXN_002302,2021-06-16,ACCT_00052,PERSON_00052,customer,79128,PERSON_00099,customer
TXN_002303,2024-07-22,ACCT_00053,PERSON_00053,salary,56289,PERSON_00136,salary
TXN_002304,2023-02-06,ACCT_00054,PERSON_00054,customer,109533,PERSON_00173,customer
TXN_002305,2022-09-30,ACCT_00055,PERSON_00055,salary,48948,PERSON_00210,salary
TXN_002306,2024-11-03,ACCT_00056,PERSON_00056,utility,1115,PERSON_00247,utility
TXN_002307,2026-06-17,ACCT_00057,PERSON_00057,fuel,1881,PERSON_00284,fuel
TXN_002308,2021-01-06,ACCT_00058,PERSON_00058,emi,4406,PERSON_00321,emi
TXN_002309,2021-08-20,ACCT_00059,PERSON_00059,grocery,3388,PERSON_00358,grocery
TXN_002310,2021-01-02,ACCT_00060,PERSON_00060,salary,55039,PERSON_00395,salary
TXN_002311,2024-10-30,ACCT_00061,PERSON_00061,upi,222448,PERSON_00432,upi
TXN_002312,2022-04-16,ACCT_00062,PERSON_00062,salary,62070,PERSON_00019,salary
TXN_002313,2022-06-12,ACCT_00063,PERSON_00063,utility,2902,PERSON_00056,utility
TXN_002314,2023-06-29,ACCT_00064,PERSON_00064,utility,1373,PERSON_00093,utility
TXN_002315,2024-11-19,ACCT_00065,PERSON_00065,rent,8690,PERSON_00130,rent
TXN_002316,2021-10-31,ACCT_00066,PERSON_00066,upi,7935,PERSON_00167,upi
TXN_002317,2025-12-09,ACCT_00067,PERSON_00067,upi,145623,PERSON_00204,upi
TXN_002318,2023-08-02,ACCT_00068,PERSON_00068,upi,1880,PERSON_00241,upi
TXN_002319,2021-04-05,ACCT_00069,PERSON_00069,fuel,752,PERSON_00278,fuel
TXN_002320,2022-06-26,ACCT_00070,PERSON_00070,grocery,3063,PERSON_00315,grocery
TXN_002321,2024-02-10,ACCT_00071,PERSON_00071,customer,10343,PERSON_00352,customer
TXN_002322,2021-03-16,ACCT_00072,PERSON_00072,grocery,736,PERSON_00389,grocery
TXN_002323,2023-08-11,ACCT_00073,PERSON_00073,upi,5884,PERSON_00426,upi
TXN_002324,2022-03-02,ACCT_00074,PERSON_00074,upi,39837,PERSON_00013,upi
TXN_002325,2024-07-25,ACCT_00075,PERSON_00075,upi,198656,PERSON_00050,upi
TXN_002326,2025-04-08,ACCT_00076,PERSON_00076,customer,85586,PERSON_00087,customer
TXN_002327,2025-04-01,ACCT_00077,PERSON_00077,upi,10467,PERSON_00124,upi
TXN_002328,2021-06-11,ACCT_00078,PERSON_00078,upi,5214,PERSON_00161,upi
TXN_002329,2023-05-09,ACCT_00079,PERSON_00079,rent,7712,PERSON_00198,rent
TXN_002330,2022-11-27,ACCT_00080,PERSON_00080,salary,64998,PERSON_00235,salary
TXN_002331,2023-03-07,ACCT_00081,PERSON_00081,upi,249048,PERSON_00272,upi
TXN_002332,2025-01-25,ACCT_00082,PERSON_00082,customer,46442,PERSON_00309,customer
TXN_002333,2021-08-26,ACCT_00083,PERSON_00083,customer,89580,PERSON_00346,customer
TXN_002334,2024-07-04,ACCT_00084,PERSON_00084,upi,42783,PERSON_00383,upi
TXN_002335,2024-07-14,ACCT_00085,PERSON_00085,emi,4380,PERSON_00420,emi
TXN_002336,2022-01-08,ACCT_00086,PERSON_00086,upi,158648,PERSON_00007,upi
TXN_002337,2026-02-07,ACCT_00087,PERSON_00087,fuel,5186,PERSON_00044,fuel
TXN_002338,2021-09-13,ACCT_00088,PERSON_00088,transfer,211053,PERSON_00081,transfer
TXN_002339,2023-07-31,ACCT_00089,PERSON_00089,salary,34877,PERSON_00118,salary
TXN_002340,2022-06-14,ACCT_00090,PERSON_00090,emi,20157,PERSON_00155,emi
TXN_002341,2024-12-26,ACCT_00091,PERSON_00091,upi,5111,PERSON_00192,upi
TXN_002342,2025-07-15,ACCT_00092,PERSON_00092,customer,88909,PERSON_00229,customer
TXN_002343,2024-10-28,ACCT_00093,PERSON_00093,grocery,3064,PERSON_00266,grocery
TXN_002344,2021-02-25,ACCT_00094,PERSON_00094,fuel,5567,PERSON_00303,fuel
TXN_002345,2021-01-30,ACCT_00095,PERSON_00095,fuel,2489,PERSON_00340,fuel
TXN_002346,2024-12-21,ACCT_00096,PERSON_00096,utility,5548,PERSON_00377,utility
TXN_002347,2021-01-31,ACCT_00097,PERSON_00097,upi,2259,PERSON_00414,upi
TXN_002348,2024-02-06,ACCT_00098,PERSON_00098,upi,4102,PERSON_00001,upi
TXN_002349,2026-02-09,ACCT_00099,PERSON_00099,emi,30229,PERSON_00038,emi
TXN_002350,2023-10-24,ACCT_00100,PERSON_00100,rent,17099,PERSON_00075,rent
TXN_002351,2026-01-25,ACCT_00101,PERSON_00101,salary,54724,PERSON_00112,salary
TXN_002352,2021-03-13,ACCT_00102,PERSON_00102,rent,20703,PERSON_00149,rent
TXN_002353,2024-10-01,ACCT_00103,PERSON_00103,utility,4375,PERSON_00186,utility
TXN_002354,2021-12-29,ACCT_00104,PERSON_00104,customer,74610,PERSON_00223,customer
TXN_002355,2025-09-09,ACCT_00105,PERSON_00105,emi,23197,PERSON_00260,emi
TXN_002356,2026-01-21,ACCT_00106,PERSON_00106,rent,19487,PERSON_00297,rent
TXN_002357,2023-09-17,ACCT_00107,PERSON_00107,fuel,1956,PERSON_00334,fuel
TXN_002358,2021-05-24,ACCT_00108,PERSON_00108,customer,48019,PERSON_00371,customer
TXN_002359,2023-07-04,ACCT_00109,PERSON_00109,supplier,11977,PERSON_00408,supplier
TXN_002360,2021-01-06,ACCT_00110,PERSON_00110,supplier,68086,PERSON_00445,supplier
TXN_002361,2022-08-03,ACCT_00111,PERSON_00111,upi,9514,PERSON_00032,upi
TXN_002362,2024-05-10,ACCT_00112,PERSON_00112,salary,73507,PERSON_00069,salary
TXN_002363,2025-02-10,ACCT_00113,PERSON_00113,utility,5253,PERSON_00106,utility
TXN_002364,2021-08-24,ACCT_00114,PERSON_00114,salary,64289,PERSON_00143,salary
TXN_002365,2024-03-30,ACCT_00115,PERSON_00115,salary,55475,PERSON_00180,salary
TXN_002366,2022-03-24,ACCT_00116,PERSON_00116,fuel,4644,PERSON_00217,fuel
TXN_002367,2025-08-31,ACCT_00117,PERSON_00117,grocery,3292,PERSON_00254,grocery
TXN_002368,2021-04-24,ACCT_00118,PERSON_00118,upi,178453,PERSON_00291,upi
TXN_002369,2022-06-24,ACCT_00119,PERSON_00119,upi,11980,PERSON_00328,upi
TXN_002370,2025-07-14,ACCT_00120,PERSON_00120,grocery,3609,PERSON_00365,grocery
TXN_002371,2026-03-28,ACCT_00121,PERSON_00121,grocery,2299,PERSON_00402,grocery
TXN_002372,2021-10-30,ACCT_00122,PERSON_00122,salary,56362,PERSON_00439,salary
TXN_002373,2022-11-17,ACCT_00123,PERSON_00123,cash_deposit,43692,PERSON_00026,cash deposit
TXN_002374,2025-03-13,ACCT_00124,PERSON_00124,rent,19429,PERSON_00063,rent
TXN_002375,2022-05-09,ACCT_00125,PERSON_00125,fuel,2069,PERSON_00100,fuel
TXN_002376,2024-02-26,ACCT_00126,PERSON_00126,customer,2054,PERSON_00137,customer
TXN_002377,2021-06-03,ACCT_00127,PERSON_00127,fuel,5588,PERSON_00174,fuel
