call_id,date,from_person,to_person,duration_sec,phone_id,call_type
CALL_004306,2024-08-06,PERSON_00256,PERSON_00074,97,PHONE_00256,missed
CALL_004307,2023-07-12,PERSON_00257,PERSON_00232,858,PHONE_00257,voice
CALL_004308,2022-02-07,PERSON_00258,PERSON_00261,833,PHONE_00258,voice
CALL_004309,2022-06-16,PERSON_00259,PERSON_00290,862,PHONE_00259,voice
CALL_004310,2025-01-02,PERSON_00260,PERSON_00319,350,PHONE_00260,missed
CALL_004311,2026-06-06,PERSON_00261,PERSON_00348,623,PHONE_00261,voice
CALL_004312,2024-11-16,PERSON_00262,PERSON_00377,622,PHONE_00262,voice
CALL_004313,2025-07-31,PERSON_00263,PERSON_00406,123,PHONE_00263,missed
CALL_004314,2023-10-12,PERSON_00264,PERSON_00435,703,PHONE_00264,voice
CALL_004315,2026-04-22,PERSON_00265,PERSON_00014,773,PHONE_00265,voice
CALL_004316,2023-02-02,PERSON_00266,PERSON_00043,189,PHONE_00266,missed
CALL_004317,2022-02-23,PERSON_00267,PERSON_00072,170,PHONE_00267,missed
CALL_004318,2025-04-09,PERSON_00268,PERSON_00101,142,PHONE_00268,missed
CALL_004319,2022-07-17,PERSON_00269,PERSON_00130,584,PHONE_00269,voice
CALL_004320,2022-08-04,PERSON_00270,PERSON_00159,829,PHONE_00270,missed
CALL_004321,2021-12-29,PERSON_00271,PERSON_00182,155,PHONE_00271,voice
CALL_004322,2024-02-29,PERSON_00272,PERSON_00217,405,PHONE_00272,voice
CALL_004323,2022-12-29,PERSON_00273,PERSON_00246,287,PHONE_00273,voice
CALL_004324,2024-12-20,PERSON_00274,PERSON_00275,477,PHONE_00274,voice
CALL_004325,2024-06-09,PERSON_00275,PERSON_00304,466,PHONE_00275,voice
CALL_004326,2023-05-30,PERSON_00276,PERSON_00333,313,PHONE_00276,voice
CALL_004327,2025-05-31,PERSON_00277,PERSON_00362,852,PHONE_00277,voice
CALL_004328,2024-12-15,PERSON_00278,PERSON_00391,667,PHONE_00278,voice
CALL_004329,2024-04-22,PERSON_00279,PERSON_00420,156,PHONE_00279,voice
CALL_004330,2024-01-06,PERSON_00280,PERSON_00449,601,PHONE_00280,voice
CALL_004331,2023-09-07,PERSON_00281,PERSON_00028,143,PHONE_00281,voice
CALL_004332,2026-03-09,PERSON_00282,PERSON_00057,639,PHONE_00282,voice
CALL_004333,2022-12-28,PERSON_00283,PERSON_00086,287,PHONE_00283,missed
CALL_004334,2023-05-08,PERSON_00284,PERSON_00115,816,PHONE_00284,missed
CALL_004335,2025-06-23,PERSON_00285,PERSON_00144,251,PHONE_00285,voice
CALL_004336,2021-08-30,PERSON_00286,PERSON_00340,169,PHONE_00286,voice
CALL_004337,2024-10-29,PERSON_00287,PERSON_00202,186,PHONE_00287,voice
CALL_004338,2023-03-24,PERSON_00288,PERSON_00231,360,PHONE_00288,missed
CALL_004339,2021-04-19,PERSON_00289,PERSON_00260,158,PHONE_00289,voice
CALL_004340,2022-11-06,PERSON_00290,PERSON_00289,459,PHONE_00290,missed
CALL_004341,2024-12-11,PERSON_00291,PERSON_00093,108,PHONE_00291,voice
CALL_004342,2021-09-18,PERSON_00292,PERSON_00347,57,PHONE_00292,voice
CALL_004343,2026-04-16,PERSON_00293,PERSON_00376,68,PHONE_00293,missed
CALL_004344,2021-02-12,PERSON_00294,PERSON_00405,611,PHONE_00294,voice
CALL_004345,2025-02-21,PERSON_00295,PERSON_00434,25,PHONE_00295,missed
CALL_004346,2022-09-11,PERSON_00296,PERSON_00013,379,PHONE_00296,voice
CALL_004347,2026-02-22,PERSON_00297,PERSON_00042,685,PHONE_00297,voice
CALL_004348,2023-08-12,PERSON_00298,PERSON_00071,181,PHONE_00298,voice
CALL_004349,2025-07-07,PERSON_00299,PERSON_00100,823,PHONE_00299,missed
CALL_004350,2021-07-31,PERSON_00300,PERSON_00129,512,PHONE_00300,voice
CALL_004351,2023-04-29,PERSON_00301,PERSON_00237,127,PHONE_00301,missed
CALL_004352,2021-10-21,PERSON_00302,PERSON_00187,835,PHONE_00302,voice
CALL_004353,2026-05-26,PERSON_00303,PERSON_00216,244,PHONE_00303,voice
CALL_004354,2023-06-17,PERSON_00304,PERSON_00245,261,PHONE_00304,missed
CALL_004355,2022-02-15,PERSON_00305,PERSON_00274,750,PHONE_00305,voice
CALL_004356,2024-04-18,PERSON_00306,PERSON_00303,505,PHONE_00306,voice
CALL_004357,2026-06-05,PERSON_00307,PERSON_00332,328,PHONE_00307,missed
CALL_004358,2021-03-01,PERSON_00308,PERSON_00361,746,PHONE_00308,voice
CALL_004359,2022-01-04,PERSON_00309,PERSON_00390,201,PHONE_00309,missed
CALL_004360,2021-09-06,PERSON_00310,PERSON_00419,371,PHONE_00310,voice
CALL_004361,2022-03-30,PERSON_00311,PERSON_00448,41,PHONE_00311,missed
CALL_004362,2026-04-04,PERSON_00312,PERSON_00027,522,PHONE_00312,voice
CALL_004363,2021-02-27,PERSON_00313,PERSON_00056,359,PHONE_00313,voice
CALL_004364,2021-06-21,PERSON_00314,PERSON_00085,259,PHONE_00314,voice
CALL_004365,2026-01-19,PERSON_00315,PERSON_00114,112,PHONE_00315,voice
CALL_004366,2022-05-22,PERSON_00316,PERSON_00143,793,PHONE_00316,voice
CALL_004367,2021-12-02,PERSON_00317,PERSON_00172,527,PHONE_00317,voice
CALL_004368,2022-10-27,PERSON_00318,PERSON_00201,44,PHONE_00318,voice
CALL_004369,2023-09-18,PERSON_00319,PERSON_00230,884,PHONE_00319,missed
CALL_004370,2022-06-10,PERSON_00320,PERSON_00259,782,PHONE_00320,voice
CALL_004371,2025-10-05,PERSON_00321,PERSON_00101,122,PHONE_00321,voice
CALL_004372,2025-07-28,PERSON_00322,PERSON_00317,63,PHONE_00322,voice
CALL_004373,2024-05-12,PERSON_00323,PERSON_00346,341,PHONE_00323,voice
CALL_004374,2023-06-24,PERSON_00324,PERSON_00375,286,PHONE_00324,missed
CALL_004375,2023-03-05,PERSON_00325,PERSON_00404,649,PHONE_00325,missed
CALL_004376,2025-07-24,PERSON_00326,PERSON_00433,430,PHONE_00326,voice
CALL_004377,2024-01-01,PERSON_00327,PERSON_00012,696,PHONE_00327,missed
CALL_004378,2023-06-21,PERSON_00328,PERSON_00041,582,PHONE_00328,voice
CALL_004379,2021-08-24,PERSON_00329,PERSON_00070,855,PHONE_00329,missed
CALL_004380,2023-01-26,PERSON_00330,PERSON_00099,121,PHONE_00330,missed
CALL_004381,2021-09-11,PERSON_00331,PERSON_00075,67,PHONE_00331,voice
CALL_004382,2022-08-22,PERSON_00332,PERSON_00157,69,PHONE_00332,voice
CALL_004383,2023-07-23,PERSON_00333,PERSON_00186,422,PHONE_00333,voice
CALL_004384,2021-07-23,PERSON_00334,PERSON_00215,324,PHONE_00334,missed
CALL_004385,2024-08-26,PERSON_00335,PERSON_00244,805,PHONE_00335,missed
CALL_004386,2022-11-13,PERSON_00336,PERSON_00350,8,PHONE_00336,voice
CALL_004387,2022-09-26,PERSON_00337,PERSON_00302,503,PHONE_00337,voice
CALL_004388,2023-09-11,PERSON_00338,PERSON_00331,558,PHONE_00338,voice
CALL_004389,2026-02-26,PERSON_00339,PERSON_00360,636,PHONE_00339,voice
CALL_004390,2026-05-08,PERSON_00340,PERSON_00389,128,PHONE_00340,missed
CALL_004391,2025-05-15,PERSON_00341,PERSON_00418,464,PHONE_00341,voice
CALL_004392,2021-11-12,PERSON_00342,PERSON_00447,168,PHONE_00342,missed
CALL_004393,2023-04-15,PERSON_00343,PERSON_00026,175,PHONE_00343,missed
CALL_004394,2025-10-29,PERSON_00344,PERSON_00055,742,PHONE_00344,voice
CALL_004395,2022-07-27,PERSON_00345,PERSON_00084,315,PHONE_00345,voice
CALL_004396,2023-03-02,PERSON_00346,PERSON_00113,329,PHONE_00346,missed
CALL_004397,2026-03-29,PERSON_00347,PERSON_00142,634,PHONE_00347,voice
CALL_004398,2025-01-16,PERSON_00348,PERSON_00171,33,PHONE_00348,voice
CALL_004399,2024-08-23,PERSON_00349,PERSON_00200,703,PHONE_00349,missed
CALL_004400,2021-05-27,PERSON_00350,PERSON_00229,792,PHONE_00350,missed
CALL_004401,2021-05-02,PERSON_00351,PERSON_00258,464,PHONE_00351,missed
CALL_004402,2023-01-26,PERSON_00352,PERSON_00287,671,PHONE_00352,missed
CALL_004403,2023-04-27,PERSON_00353,PERSON_00316,651,PHONE_00353,voice
CALL_004404,2023-03-07,PERSON_00354,PERSON_00345,642,PHONE_00354,voice
CALL_004405,2022-12-08,PERSON_00355,PERSON_00374,564,PHONE_00355,voice
CALL_004406,2021-05-26,PERSON_00356,PERSON_00403,814,PHONE_00356,voice
CALL_004407,2026-05-11,PERSON_00357,PERSON_00432,325,PHONE_00357,voice
CALL_004408,2026-05-08,PERSON_00358,PERSON_00011,66,PHONE_00358,voice
CALL_004409,2024-02-22,PERSON_00359,PERSON_00040,514,PHONE_00359,missed
CALL_004410,2025-01-26,PERSON_00360,PERSON_00069,433,PHONE_00360,voice
CALL_004411,2022-05-03,PERSON_00361,PERSON_00098,489,PHONE_00361,voice
CALL_004412,2023-06-03,PERSON_00362,PERSON_00127,425,PHONE_00362,voice
CALL_004413,2024-02-20,PERSON_00363,PERSON_00156,502,PHONE_00363,voice
CALL_004414,2026-04-29,PERSON_00364,PERSON_00185,796,PHONE_00364,missed
CALL_004415,2022-05-02,PERSON_00365,PERSON_00214,858,PHONE_00365,voice
CALL_004416,2023-09-29,PERSON_00366,PERSON_00321,87,PHONE_00366,voice
CALL_004417,2021-08-20,PERSON_00367,PERSON_00272,232,PHONE_00367,missed
CALL_004418,2024-03-16,PERSON_00368,PERSON_00301,481,PHONE_00368,missed
CALL_004419,2025-12-28,PERSON_00369,PERSON_00330,765,PHONE_00369,voice
CALL_004420,2023-11-18,PERSON_00370,PERSON_00359,721,PHONE_00370,voice
CALL_004421,2023-07-15,PERSON_00371,PERSON_00439,51,PHONE_00371,missed
CALL_004422,2025-08-30,PERSON_00372,PERSON_00417,599,PHONE_00372,voice
CALL_004423,2025-07-23,PERSON_00373,PERSON_00446,184,PHONE_00373,voice
CALL_004424,2021-02-19,PERSON_00374,PERSON_00025,47,PHONE_00374,voice
CALL_004425,2021-09-02,PERSON_00375,PERSON_00054,784,PHONE_00375,voice
CALL_004426,2024-10-30,PERSON_00376,PERSON_00030,46,PHONE_00376,voice
CALL_004427,2024-08-31,PERSON_00377,PERSON_00112,583,PHONE_00377,voice
CALL_004428,2025-01-02,PERSON_00378,PERSON_00141,696,PHONE_00378,missed
CALL_004429,2023-09-28,PERSON_00379,PERSON_00170,354,PHONE_00379,missed
CALL_004430,2025-02-23,PERSON_00380,PERSON_00199,105,PHONE_00380,missed
CALL_004431,2025-07-04,PERSON_00381,PERSON_00394,36,PHONE_00381,missed
CALL_004432,2022-08-31,PERSON_00382,PERSON_00257,535,PHONE_00382,voice
CALL_004433,2022-06-17,PERSON_00383,PERSON_00286,753,PHONE_00383,voice
CALL_004434,2023-06-16,PERSON_00384,PERSON_00315,196,PHONE_00384,voice
CALL_004435,2024-06-27,PERSON_00385,PERSON_00344,293,PHONE_00385,missed
CALL_004436,2024-06-18,PERSON_00386,PERSON_00373,165,PHONE_00386,missed
CALL_004437,2021-03-24,PERSON_00387,PERSON_00402,646,PHONE_00387,voice
CALL_004438,2025-05-15,PERSON_00388,PERSON_00431,486,PHONE_00388,voice
CALL_004439,2021-05-04,PERSON_00389,PERSON_00010,548,PHONE_00389,voice
CALL_004440,2021-02-01,PERSON_00390,PERSON_00039,645,PHONE_00390,voice
CALL_004441,2025-11-14,PERSON_00391,PERSON_00118,157,PHONE_00391,missed
CALL_004442,2022-06-20,PERSON_00392,PERSON_00097,890,PHONE_00392,voice
CALL_004443,2024-02-10,PERSON_00393,PERSON_00126,841,PHONE_00393,voice
CALL_004444,2023-07-27,PERSON_00394,PERSON_00155,29,PHONE_00394,voice
CALL_004445,2022-05-23,PERSON_00395,PERSON_00184,399,PHONE_00395,voice
CALL_004446,2022-01-21,PERSON_00396,PERSON_00213,557,PHONE_00396,missed
CALL_004447,2022-08-18,PERSON_00397,PERSON_00242,464,PHONE_00397,missed
CALL_004448,2022-07-23,PERSON_00398,PERSON_00271,773,PHONE_00398,voice
CALL_004449,2022-04-24,PERSON_00399,PERSON_00300,67,PHONE_00399,missed
CALL_004450,2025-06-12,PERSON_00400,PERSON_00329,900,PHONE_00400,missed
CALL_004451,2021-02-21,PERSON_00401,PERSON_00209,71,PHONE_00401,voice
CALL_004452,2023-12-17,PERSON_00402,PERSON_00387,575,PHONE_00402,missed
CALL_004453,2022-04-02,PERSON_00403,PERSON_00416,307,PHONE_00403,voice
CALL_004454,2023-04-03,PERSON_00404,PERSON_00445,110,PHONE_00404,missed
CALL_004455,2024-07-01,PERSON_00405,PERSON_00024,839,PHONE_00405,voice
CALL_004456,2021-09-13,PERSON_00406,PERSON_00118,53,PHONE_00406,missed
CALL_004457,2025-08-30,PERSON_00407,PERSON_00082,233,PHONE_00407,voice
CALL_004458,2021-08-06,PERSON_00408,PERSON_00111,416,PHONE_00408,voice
CALL_004459,2021-06-07,PERSON_00409,PERSON_00140,523,PHONE_00409,missed
CALL_004460,2025-12-15,PERSON_00410,PERSON_00169,449,PHONE_00410,missed
CALL_004461,2025-06-12,PERSON_00411,PERSON_00292,14,PHONE_00411,voice
CALL_004462,2021-02-28,PERSON_00412,PERSON_00227,397,PHONE_00412,missed
CALL_004463,2024-01-14,PERSON_00413,PERSON_00256,624,PHONE_00413,voice
CALL_004464,2022-03-18,PERSON_00414,PERSON_00285,563,PHONE_00414,voice
CALL_004465,2022-01-10,PERSON_00415,PERSON_00314,181,PHONE_00415,voice
CALL_004466,2021-05-04,PERSON_00416,PERSON_00343,355,PHONE_00416,voice
CALL_004467,2024-05-01,PERSON_00417,PERSON_00372,815,PHONE_00417,voice
CALL_004468,2022-02-09,PERSON_00418,PERSON_00401,593,PHONE_00418,missed
CALL_004469,2021-09-22,PERSON_00419,PERSON_00430,524,PHONE_00419,voice
CALL_004470,2022-07-25,PERSON_00420,PERSON_00009,238,PHONE_00420,missed
CALL_004471,2025-09-05,PERSON_00421,PERSON_00038,856,PHONE_00421,voice
CALL_004472,2022-11-18,PERSON_00422,PERSON_00067,740,PHONE_00422,missed
CALL_004473,2022-12-10,PERSON_00423,PERSON_00096,361,PHONE_00423,voice
CALL_004474,2022-07-23,PERSON_00424,PERSON_00125,770,PHONE_00424,missed
CALL_004475,2023-04-09,PERSON_00425,PERSON_00154,357,PHONE_00425,voice
CALL_004476,2023-10-30,PERSON_00426,PERSON_00183,559,PHONE_00426,voice
CALL_004477,2023-04-02,PERSON_00427,PERSON_00212,240,PHONE_00427,missed
CALL_004478,2023-03-17,PERSON_00428,PERSON_00241,34,PHONE_00428,voice
CALL_004479,2025-08-03,PERSON_00429,PERSON_00270,752,PHONE_00429,voice
CALL_004480,2024-08-13,PERSON_00430,PERSON_00299,532,PHONE_00430,voice
CALL_004481,2025-11-20,PERSON_00431,PERSON_00328,148,PHONE_00431,voice
CALL_004482,2022-02-14,PERSON_00432,PERSON_00357,843,PHONE_00432,voice
CALL_004483,2026-01-16,PERSON_00433,PERSON_00386,95,PHONE_00433,voice
CALL_004484,2024-11-12,PERSON_00434,PERSON_00415,518,PHONE_00434,voice
CALL_004485,2024-05-30,PERSON_00435,PERSON_00444,442,PHONE_00435,voice
CALL_004486,2022-10-04,PERSON_00436,PERSON_00134,21,PHONE_00436,voice
CALL_004487,2024-06-19,PERSON_00437,PERSON_00052,884,PHONE_00437,voice
CALL_004488,2023-03-22,PERSON_00438,PERSON_00081,897,PHONE_00438,missed
CALL_004489,2021-01-07,PERSON_00439,PERSON_00110,237,PHONE_00439,missed
CALL_004490,2023-07-11,PERSON_00440,PERSON_00139,346,PHONE_00440,voice
CALL_004491,2025-06-28,PERSON_00441,PERSON_00168,181,PHONE_00441,missed
CALL_004492,2022-03-28,PERSON_00442,PERSON_00197,259,PHONE_00442,voice
CALL_004493,2024-11-10,PERSON_00443,PERSON_00226,320,PHONE_00443,voice
CALL_004494,2025-10-13,PERSON_00444,PERSON_00255,815,PHONE_00444,missed
CALL_004495,2021-04-01,PERSON_00445,PERSON_00284,646,PHONE_00445,voice
CALL_004496,2023-09-29,PERSON_00446,PERSON_00313,118,PHONE_00446,missed
CALL_004497,2021-10-07,PERSON_00447,PERSON_00342,789,PHONE_00447,missed
CALL_004498,2021-02-07,PERSON_00448,PERSON_00371,279,PHONE_00448,voice
CALL_004499,2022-03-31,PERSON_00449,PERSON_00400,819,PHONE_00449,missed
CALL_004500,2025-07-30,PERSON_00450,PERSON_00429,336,PHONE_00450,voice
CALL_004501,2021-02-14,PERSON_00001,PERSON_00008,648,PHONE_00001,voice
CALL_004502,2022-06-05,PERSON_00002,PERSON_00037,301,PHONE_00002,missed
CALL_004503,2022-07-29,PERSON_00003,PERSON_00066,668,PHONE_00003,voice
CALL_004504,2024-12-06,PERSON_00004,PERSON_00095,142,PHONE_00004,missed
CALL_004505,2023-09-25,PERSON_00005,PERSON_00124,664,PHONE_00005,missed
CALL_004506,2022-10-17,PERSON_00006,PERSON_00128,142,PHONE_00006,missed
CALL_004507,2024-07-14,PERSON_00007,PERSON_00182,47,PHONE_00007,voice
CALL_004508,2024-02-26,PERSON_00008,PERSON_00211,278,PHONE_00008,voice
CALL_004509,2026-05-08,PERSON_00009,PERSON_00240,391,PHONE_00009,voice
CALL_004510,2023-02-20,PERSON_00010,PERSON_00269,886,PHONE_00010,missed
CALL_004511,2025-01-15,PERSON_00011,PERSON_00298,46,PHONE_00011,missed
CALL_004512,2023-06-16,PERSON_00012,PERSON_00327,337,PHONE_00012,voice
CALL_004513,2021-11-03,PERSON_00013,PERSON_00356,68,PHONE_00013,missed
CALL_004514,2024-10-11,PERSON_00014,PERSON_00385,656,PHONE_00014,missed
CALL_004515,2025-11-25,PERSON_00015,PERSON_00414,830,PHONE_00015,voice
CALL_004516,2023-08-20,PERSON_00016,PERSON_00110,96,PHONE_00016,voice
CALL_004517,2025-08-11,PERSON_00017,PERSON_00022,849,PHONE_00017,voice
CALL_004518,2023-09-10,PERSON_00018,PERSON_00051,678,PHONE_00018,voice
CALL_004519,2025-02-09,PERSON_00019,PERSON_00080,899,PHONE_00019,voice
CALL_004520,2021-04-21,PERSON_00020,PERSON_00109,305,PHONE_00020,voice
CALL_004521,2021-09-12,PERSON_00021,PERSON_00171,69,PHONE_00021,voice
CALL_004522,2022-05-10,PERSON_00022,PERSON_00167,391,PHONE_00022,voice
CALL_004523,2026-04-19,PERSON_00023,PERSON_00196,496,PHONE_00023,voice
CALL_004524,2022-06-04,PERSON_00024,PERSON_00225,313,PHONE_00024,voice
CALL_004525,2026-02-25,PERSON_00025,PERSON_00254,23,PHONE_00025,voice
CALL_004526,2025-10-13,PERSON_00026,PERSON_00283,480,PHONE_00026,missed
CALL_004527,2026-05-03,PERSON_00027,PERSON_00312,844,PHONE_00027,voice
CALL_004528,2023-07-26,PERSON_00028,PERSON_00341,320,PHONE_00028,voice
CALL_004529,2023-04-16,PERSON_00029,PERSON_00370,246,PHONE_00029,voice
CALL_004530,2024-08-07,PERSON_00030,PERSON_00399,365,PHONE_00030,voice
CALL_004531,2025-04-28,PERSON_00031,PERSON_00428,697,PHONE_00031,missed
CALL_004532,2023-09-14,PERSON_00032,PERSON_00007,80,PHONE_00032,voice
CALL_004533,2022-09-07,PERSON_00033,PERSON_00036,236,PHONE_00033,voice
CALL_004534,2021-01-20,PERSON_00034,PERSON_00065,465,PHONE_00034,voice
CALL_004535,2026-01-22,PERSON_00035,PERSON_00094,49,PHONE_00035,voice
CALL_004536,2021-04-27,PERSON_00036,PERSON_00123,433,PHONE_00036,voice
CALL_004537,2024-09-13,PERSON_00037,PERSON_00152,114,PHONE_00037,missed
CALL_004538,2022-12-23,PERSON_00038,PERSON_00181,315,PHONE_00038,missed
CALL_004539,2025-08-08,PERSON_00039,PERSON_00210,360,PHONE_00039,voice
CALL_004540,2022-11-20,PERSON_00040,PERSON_00239,825,PHONE_00040,voice
CALL_004541,2023-12-17,PERSON_00041,PERSON_00268,874,PHONE_00041,voice
CALL_004542,2022-03-10,PERSON_00042,PERSON_00297,426,PHONE_00042,missed
CALL_004543,2024-01-05,PERSON_00043,PERSON_00326,105,PHONE_00043,missed
CALL_004544,2025-11-05,PERSON_00044,PERSON_00355,234,PHONE_00044,voice
CALL_004545,2025-11-02,PERSON_00045,PERSON_00384,491,PHONE_00045,missed
CALL_004546,2025-06-15,PERSON_00046,PERSON_00012,33,PHONE_00046,voice
CALL_004547,2021-12-17,PERSON_00047,PERSON_00442,468,PHONE_00047,voice
CALL_004548,2021-10-04,PERSON_00048,PERSON_00021,414,PHONE_00048,voice
CALL_004549,2023-05-14,PERSON_00049,PERSON_00050,585,PHONE_00049,missed
CALL_004550,2025-05-13,PERSON_00050,PERSON_00079,517,PHONE_00050,voice
CALL_004551,2024-03-27,PERSON_00051,PERSON_00108,871,PHONE_00051,voice
CALL_004552,2021-12-05,PERSON_00052,PERSON_00137,39,PHONE_00052,voice
CALL_004553,2026-06-04,PERSON_00053,PERSON_00166,730,PHONE_00053,voice
CALL_004554,2023-03-21,PERSON_00054,PERSON_00195,560,PHONE_00054,voice
CALL_004555,2021-04-06,PERSON_00055,PERSON_00224,136,PHONE_00055,missed
CALL_004556,2022-08-03,PERSON_00056,PERSON_00253,401,PHONE_00056,voice
CALL_004557,2023-12-18,PERSON_00057,PERSON_00282,188,PHONE_00057,voice
CALL_004558,2023-01-29,PERSON_00058,PERSON_00311,714,PHONE_00058,voice
CALL_004559,2026-03-05,PERSON_00059,PERSON_00340,617,PHONE_00059,voice
CALL_004560,2023-12-04,PERSON_00060,PERSON_00369,835,PHONE_00060,voice
CALL_004561,2022-05-08,PERSON_00061,PERSON_00250,100,PHONE_00061,voice
CALL_004562,2021-07-02,PERSON_00062,PERSON_00427,368,PHONE_00062,voice
CALL_004563,2026-04-01,PERSON_00063,PERSON_00006,301,PHONE_00063,missed
CALL_004564,2024-10-28,PERSON_00064,PERSON_00035,113,PHONE_00064,voice
CALL_004565,2024-02-04,PERSON_00065,PERSON_00064,75,PHONE_00065,voice
CALL_004566,2022-05-08,PERSON_00066,PERSON_00093,38,PHONE_00066,missed
CALL_004567,2025-06-06,PERSON_00067,PERSON_00122,717,PHONE_00067,missed
CALL_004568,2023-09-18,PERSON_00068,PERSON_00151,236,PHONE_00068,missed
CALL_004569,2023-02-09,PERSON_00069,PERSON_00180,675,PHONE_00069,voice
CALL_004570,2023-02-28,PERSON_00070,PERSON_00209,184,PHONE_00070,missed
CALL_004571,2025-09-12,PERSON_00071,PERSON_00238,213,PHONE_00071,missed
CALL_004572,2021-05-12,PERSON_00072,PERSON_00267,783,PHONE_00072,voice
CALL_004573,2022-08-31,PERSON_00073,PERSON_00296,896,PHONE_00073,voice
CALL_004574,2021-06-22,PERSON_00074,PERSON_00325,153,PHONE_00074,voice
CALL_004575,2022-05-28,PERSON_00075,PERSON_00354,608,PHONE_00075,missed
CALL_004576,2026-05-11,PERSON_00076,PERSON_00202,156,PHONE_00076,missed
CALL_004577,2024-09-07,PERSON_00077,PERSON_00412,448,PHONE_00077,voice
CALL_004578,2022-05-28,PERSON_00078,PERSON_00441,381,PHONE_00078,voice
CALL_004579,2023-05-16,PERSON_00079,PERSON_00020,333,PHONE_00079,missed
CALL_004580,2022-03-03,PERSON_00080,PERSON_00049,243,PHONE_00080,voice
CALL_004581,2023-08-16,PERSON_00081,PERSON_00006,40,PHONE_00081,voice
CALL_004582,2022-07-27,PERSON_00082,PERSON_00107,19,PHONE_00082,missed
CALL_004583,2021-01-27,PERSON_00083,PERSON_00136,884,PHONE_00083,voice
CALL_004584,2025-07-28,PERSON_00084,PERSON_00165,627,PHONE_00084,voice
CALL_004585,2023-01-26,PERSON_00085,PERSON_00194,72,PHONE_00085,voice
CALL_004586,2022-04-06,PERSON_00086,PERSON_00287,174,PHONE_00086,missed
CALL_004587,2024-05-29,PERSON_00087,PERSON_00252,850,PHONE_00087,voice
CALL_004588,2024-05-20,PERSON_00088,PERSON_00281,773,PHONE_00088,voice
CALL_004589,2021-03-29,PERSON_00089,PERSON_00310,297,PHONE_00089,voice
CALL_004590,2026-06-27,PERSON_00090,PERSON_00339,682,PHONE_00090,missed
CALL_004591,2022-09-26,PERSON_00091,PERSON_00368,550,PHONE_00091,voice
CALL_004592,2026-04-12,PERSON_00092,PERSON_00397,458,PHONE_00092,missed
CALL_004593,2025-08-18,PERSON_00093,PERSON_00426,67,PHONE_00093,voice
CALL_004594,2026-06-13,PERSON_00094,PERSON_00005,827,PHONE_00094,missed
CALL_004595,2025-06-09,PERSON_00095,PERSON_00034,615,PHONE_00095,voice
CALL_004596,2026-06-30,PERSON_00096,PERSON_00063,612,PHONE_00096,missed
CALL_004597,2023-12-01,PERSON_00097,PERSON_00092,811,PHONE_00097,voice
CALL_004598,2021-05-29,PERSON_00098,PERSON_00121,121,PHONE_00098,voice
CALL_004599,2025-05-09,PERSON_00099,PERSON_00150,76,PHONE_00099,voice
CALL_004600,2021-04-24,PERSON_00100,PERSON_00179,408,PHONE_00100,missed
CALL_004601,2021-01-02,PERSON_00101,PERSON_00194,92,PHONE_00101,voice
CALL_004602,2022-02-28,PERSON_00102,PERSON_00237,697,PHONE_00102,voice
CALL_004603,2021-03-08,PERSON_00103,PERSON_00266,892,PHONE_00103,voice
CALL_004604,2023-02-18,PERSON_00104,PERSON_00295,126,PHONE_00104,missed
CALL_004605,2025-11-18,PERSON_00105,PERSON_00324,220,PHONE_00105,missed
CALL_004606,2022-05-16,PERSON_00106,PERSON_00370,66,PHONE_00106,missed
CALL_004607,2025-02-01,PERSON_00107,PERSON_00382,623,PHONE_00107,voice
CALL_004608,2021-06-11,PERSON_00108,PERSON_00411,133,PHONE_00108,voice
CALL_004609,2022-01-17,PERSON_00109,PERSON_00440,512,PHONE_00109,missed
CALL_004610,2023-06-12,PERSON_00110,PERSON_00019,792,PHONE_00110,voice
CALL_004611,2025-09-16,PERSON_00111,PERSON_00048,213,PHONE_00111,voice
CALL_004612,2026-01-03,PERSON_00112,PERSON_00077,174,PHONE_00112,missed
CALL_004613,2021-05-28,PERSON_00113,PERSON_00106,636,PHONE_00113,missed
CALL_004614,2022-01-19,PERSON_00114,PERSON_00135,537,PHONE_00114,voice
CALL_004615,2023-04-08,PERSON_00115,PERSON_00164,715,PHONE_00115,voice
CALL_004616,2025-05-01,PERSON_00116,PERSON_00193,408,PHONE_00116,voice
CALL_004617,2021-09-23,PERSON_00117,PERSON_00222,436,PHONE_00117,missed
CALL_004618,2025-07-08,PERSON_00118,PERSON_00251,795,PHONE_00118,missed
CALL_004619,2021-02-26,PERSON_00119,PERSON_00280,689,PHONE_00119,voice
CALL_004620,2021-11-02,PERSON_00120,PERSON_00309,421,PHONE_00120,voice
CALL_004621,2022-07-29,PERSON_00121,PERSON_00338,541,PHONE_00121,voice
CALL_004622,2021-08-02,PERSON_00122,PERSON_00367,707,PHONE_00122,missed
CALL_004623,2024-08-17,PERSON_00123,PERSON_00396,196,PHONE_00123,missed
CALL_004624,2026-03-05,PERSON_00124,PERSON_00425,265,PHONE_00124,voice
CALL_004625,2026-02-06,PERSON_00125,PERSON_00004,576,PHONE_00125,voice
CALL_004626,2021-01-28,PERSON_00126,PERSON_00329,53,PHONE_00126,voice
CALL_004627,2021-11-22,PERSON_00127,PERSON_00062,264,PHONE_00127,missed
CALL_004628,2025-08-09,PERSON_00128,PERSON_00091,263,PHONE_00128,voice
CALL_004629,2023-01-02,PERSON_00129,PERSON_00120,422,PHONE_00129,voice
