person_id,org_id,role,valid_from,valid_to
PERSON_00319,ORG_0055,Teacher,2023-04-11,
PERSON_00320,ORG_0003,Field Officer,2024-09-08,
PERSON_00321,ORG_0019,Engineer,2022-08-20,
PERSON_00322,ORG_0030,Consultant,2021-11-29,2023-07-03
PERSON_00323,ORG_0005,Electrician,2023-10-05,
PERSON_00324,ORG_0021,Electrician,2021-10-23,
PERSON_00325,ORG_0011,Courier Supervisor,2021-09-24,
PERSON_00326,ORG_0040,Mechanic,2024-02-14,
PERSON_00327,ORG_0003,Receptionist,2024-09-21,
PERSON_00328,ORG_0034,Broker,2020-01-01,2024-10-09
PERSON_00328,ORG_0001,Broker,2024-10-10,
PERSON_00329,ORG_0034,Property Consultant,2020-01-01,2024-05-20
PERSON_00329,ORG_0031,Accountant,2024-05-21,
PERSON_00330,ORG_0031,Warehouse Supervisor,2022-06-28,2024-05-25
PERSON_00331,ORG_0041,Agent,2020-05-22,2022-09-19
PERSON_00332,ORG_0039,Nurse,2022-12-08,2023-11-20
PERSON_00333,ORG_0024,Driver,2020-01-01,2023-07-15
PERSON_00333,ORG_0016,Software Analyst,2023-07-16,
PERSON_00334,ORG_0009,Consultant,2021-11-27,2023-09-09
PERSON_00335,ORG_0027,Broker,2020-01-01,2023-06-15
PERSON_00335,ORG_0001,Shop Owner,2023-06-16,
PERSON_00336,ORG_0022,Software Analyst,2024-05-04,
PERSON_00337,ORG_0039,Technician,2024-03-05,
PERSON_00338,ORG_0039,Consultant,2020-01-01,2024-02-12
PERSON_00338,ORG_0007,Clerk,2024-02-13,
PERSON_00339,ORG_0008,Field Officer,2020-07-19,
PERSON_00340,ORG_0054,Property Consultant,2024-01-12,2025-08-24
PERSON_00341,ORG_0037,Clerk,2020-01-01,2023-06-28
PERSON_00341,ORG_0033,Accountant,2023-06-29,
PERSON_00342,ORG_0031,Jewellery Trader,2021-04-18,
PERSON_00343,ORG_0011,Warehouse Supervisor,2020-01-01,2024-08-06
PERSON_00343,ORG_0001,Accountant,2024-08-07,
PERSON_00344,ORG_0017,Agent,2021-07-31,
PERSON_00345,ORG_0017,Clerk,2021-03-14,
PERSON_00346,ORG_0007,Clerk,2024-04-13,
PERSON_00347,ORG_0025,Shop Owner,2020-01-01,2023-06-12
PERSON_00347,ORG_0020,Broker,2023-06-13,
PERSON_00348,ORG_0019,Broker,2020-01-01,2024-10-07
PERSON_00348,ORG_0041,Receptionist,2024-10-08,
PERSON_00349,ORG_0027,Warehouse Supervisor,2020-01-01,2023-12-15
PERSON_00349,ORG_0042,Software Analyst,2023-12-16,
PERSON_00350,ORG_0028,Nurse,2020-03-23,2022-03-21
PERSON_00351,ORG_0043,Security Guard,2020-01-01,2024-04-26
PERSON_00351,ORG_0046,Agent,2024-04-27,
PERSON_00352,ORG_0004,Sales Executive,2020-01-01,2024-11-05
PERSON_00352,ORG_0008,Nurse,2024-11-06,
PERSON_00353,ORG_0042,Accountant,2020-01-04,
PERSON_00354,ORG_0001,Nurse,2021-07-22,
PERSON_00355,ORG_0019,Electrician,2020-01-01,2023-02-14
PERSON_00355,ORG_0013,Warehouse Supervisor,2023-02-15,
PERSON_00356,ORG_0016,Sales Executive,2024-06-30,
PERSON_00357,ORG_0028,Technician,2024-10-18,
PERSON_00358,ORG_0028,Electrician,2023-03-09,2025-06-23
PERSON_00359,ORG_0011,Courier Supervisor,2020-02-05,
PERSON_00360,ORG_0042,Broker,2024-01-31,
PERSON_00361,ORG_0006,Mechanic,2020-01-01,2024-08-12
PERSON_00361,ORG_0046,Teacher,2024-08-13,
PERSON_00362,ORG_0014,Mechanic,2020-01-01,2024-01-22
PERSON_00362,ORG_0040,Consultant,2024-01-23,
PERSON_00363,ORG_0013,Engineer,2022-01-29,
PERSON_00364,ORG_0050,Warehouse Supervisor,2020-01-01,2023-08-16
PERSON_00364,ORG_0007,Agent,2023-08-17,
PERSON_00365,ORG_0005,Nurse,2020-01-01,2024-02-15
PERSON_00365,ORG_0025,Clerk,2024-02-16,
PERSON_00366,ORG_0041,Engineer,2020-01-01,2023-04-13
PERSON_00366,ORG_0003,Nurse,2023-04-14,
PERSON_00367,ORG_0003,Field Officer,2023-01-11,
PERSON_00368,ORG_0008,Receptionist,2020-10-04,
PERSON_00369,ORG_0005,Broker,2020-10-18,
PERSON_00370,ORG_0050,Teacher,2020-05-24,
PERSON_00371,ORG_0053,Property Consultant,2021-05-10,
PERSON_00372,ORG_0007,Broker,2023-07-27,
PERSON_00373,ORG_0045,Sales Executive,2025-01-29,2026-06-30
PERSON_00374,ORG_0033,Security Guard,2020-01-01,2023-05-01
PERSON_00374,ORG_0011,Electrician,2023-05-02,
PERSON_00375,ORG_0007,Security Guard,2021-07-29,
PERSON_00376,ORG_0033,Teacher,2020-01-01,
PERSON_00377,ORG_0054,Shop Owner,2020-01-01,2023-10-03
PERSON_00377,ORG_0044,Electrician,2023-10-04,
PERSON_00378,ORG_0054,Warehouse Supervisor,2020-01-01,2024-11-20
PERSON_00378,ORG_0009,Consultant,2024-11-21,
PERSON_00379,ORG_0010,Driver,2020-01-01,2023-09-02
PERSON_00379,ORG_0055,Warehouse Supervisor,2023-09-03,
PERSON_00380,ORG_0042,Courier Supervisor,2020-09-30,
PERSON_00381,ORG_0019,Nurse,2021-03-22,
PERSON_00382,ORG_0031,Nurse,2024-06-10,
PERSON_00383,ORG_0007,Jewellery Trader,2020-01-01,2023-06-11
PERSON_00383,ORG_0015,Broker,2023-06-12,
PERSON_00384,ORG_0054,Nurse,2020-01-01,2024-10-02
PERSON_00384,ORG_0010,Jewellery Trader,2024-10-03,
PERSON_00385,ORG_0004,Jewellery Trader,2023-04-05,
PERSON_00386,ORG_0041,Courier Supervisor,2024-04-11,2026-01-25
PERSON_00387,ORG_0028,Mechanic,2020-03-09,
PERSON_00388,ORG_0033,Clerk,2024-03-19,
PERSON_00389,ORG_0020,Driver,2023-04-02,2024-07-02
PERSON_00390,ORG_0024,Field Officer,2020-01-01,2023-08-14
PERSON_00390,ORG_0052,Driver,2023-08-15,
PERSON_00391,ORG_0051,Electrician,2021-10-16,
PERSON_00392,ORG_0038,Jewellery Trader,2022-08-30,
PERSON_00393,ORG_0007,Consultant,2022-09-29,
PERSON_00394,ORG_0001,Software Analyst,2020-03-16,
PERSON_00395,ORG_0012,Agent,2021-06-05,
PERSON_00396,ORG_0024,Property Consultant,2024-06-01,
PERSON_00397,ORG_0037,Mechanic,2022-01-18,
PERSON_00398,ORG_0016,Shop Owner,2022-11-18,2024-08-23
PERSON_00399,ORG_0037,Agent,2020-01-01,2024-08-06
PERSON_00399,ORG_0040,Receptionist,2024-08-07,
PERSON_00400,ORG_0017,Clerk,2020-01-01,2024-01-18
PERSON_00400,ORG_0009,Property Consultant,2024-01-19,
PERSON_00401,ORG_0040,Teacher,2020-01-01,2023-03-28
PERSON_00401,ORG_0037,Warehouse Supervisor,2023-03-29,
PERSON_00402,ORG_0011,Technician,2024-04-06,2025-05-12
PERSON_00403,ORG_0055,Shop Owner,2020-01-01,2023-10-01
PERSON_00403,ORG_0030,Software Analyst,2023-10-02,
PERSON_00404,ORG_0023,Clerk,2020-01-01,2024-08-01
PERSON_00404,ORG_0041,Driver,2024-08-02,
PERSON_00405,ORG_0043,Electrician,2021-03-20,
PERSON_00406,ORG_0042,Engineer,2020-01-01,2023-10-03
PERSON_00406,ORG_0037,Engineer,2023-10-04,
PERSON_00407,ORG_0022,Agent,2020-02-01,
PERSON_00408,ORG_0029,Software Analyst,2023-07-09,2024-04-08
PERSON_00409,ORG_0018,Consultant,2020-01-01,2024-05-26
PERSON_00409,ORG_0005,Clerk,2024-05-27,
PERSON_00410,ORG_0015,Software Analyst,2020-04-02,
PERSON_00411,ORG_0025,Agent,2021-02-25,
PERSON_00412,ORG_0002,Courier Supervisor,2020-01-01,2023-02-22
PERSON_00412,ORG_0037,Engineer,2023-02-23,
PERSON_00413,ORG_0012,Broker,2020-01-01,2024-01-20
PERSON_00413,ORG_0045,Sales Executive,2024-01-21,
PERSON_00414,ORG_0044,Teacher,2021-07-15,
PERSON_00415,ORG_0012,Agent,2023-06-17,2025-03-11
PERSON_00416,ORG_0055,Engineer,2020-01-01,2024-10-06
PERSON_00416,ORG_0041,Nurse,2024-10-07,
PERSON_00417,ORG_0053,Sales Executive,2020-01-01,2023-05-31
PERSON_00417,ORG_0041,Driver,2023-06-01,
PERSON_00418,ORG_0019,Receptionist,2020-01-01,2023-11-22
PERSON_00418,ORG_0014,Nurse,2023-11-23,
PERSON_00419,ORG_0023,Teacher,2020-01-01,2023-05-13
PERSON_00419,ORG_0020,Field Officer,2023-05-14,
PERSON_00420,ORG_0025,Mechanic,2024-12-29,
PERSON_00421,ORG_0030,Driver,2020-01-01,2023-06-25
PERSON_00421,ORG_0010,Receptionist,2023-06-26,
PERSON_00422,ORG_0055,Jewellery Trader,2021-10-24,
PERSON_00423,ORG_0030,Nurse,2024-03-11,
PERSON_00424,ORG_0030,Electrician,2020-01-01,2023-01-12
PERSON_00424,ORG_0029,Nurse,2023-01-13,
PERSON_00425,ORG_0018,Courier Supervisor,2022-03-14,2022-12-31
PERSON_00426,ORG_0022,Clerk,2020-01-01,2023-03-01
PERSON_00426,ORG_0033,Courier Supervisor,2023-03-02,
PERSON_00427,ORG_0037,Jewellery Trader,2020-10-31,
PERSON_00428,ORG_0033,Mechanic,2024-03-25,
PERSON_00429,ORG_0028,Accountant,2020-01-01,2024-08-10
PERSON_00429,ORG_0043,Security Guard,2024-08-11,
PERSON_00430,ORG_0025,Property Consultant,2020-04-25,2021-03-30
PERSON_00431,ORG_0005,Driver,2020-01-01,2023-01-30
PERSON_00431,ORG_0031,Security Guard,2023-01-31,
PERSON_00432,ORG_0051,Electrician,2020-01-01,2024-08-16
PERSON_00432,ORG_0042,Jewellery Trader,2024-08-17,
PERSON_00433,ORG_0038,Property Consultant,2020-01-01,2024-04-13
PERSON_00433,ORG_0047,Consultant,2024-04-14,
PERSON_00434,ORG_0016,Shop Owner,2020-01-01,2024-04-01
PERSON_00434,ORG_0042,Field Officer,2024-04-02,
PERSON_00435,ORG_0006,Consultant,2022-05-01,
PERSON_00436,ORG_0013,Driver,2020-01-01,2024-09-13
PERSON_00436,ORG_0025,Sales Executive,2024-09-14,
PERSON_00437,ORG_0055,Sales Executive,2023-05-15,
PERSON_00438,ORG_0020,Broker,2020-01-01,2023-11-15
PERSON_00438,ORG_0040,Broker,2023-11-16,
PERSON_00439,ORG_0033,Mechanic,2024-01-26,2026-06-30
PERSON_00440,ORG_0045,Engineer,2022-03-15,2023-12-05
PERSON_00441,ORG_0046,Electrician,2020-01-01,2024-11-01
PERSON_00441,ORG_0031,Property Consultant,2024-11-02,
PERSON_00442,ORG_0044,Software Analyst,2020-01-27,2021-05-04
PERSON_00443,ORG_0033,Consultant,2023-07-17,2024-05-01
PERSON_00444,ORG_0049,Mechanic,2023-08-14,
PERSON_00445,ORG_0039,Field Officer,2024-04-10,2025-05-16
PERSON_00446,ORG_0051,Security Guard,2022-02-03,
PERSON_00447,ORG_0018,Courier Supervisor,2020-01-01,2024-08-14
PERSON_00447,ORG_0036,Security Guard,2024-08-15,
PERSON_00448,ORG_0007,Software Analyst,2020-01-01,2023-01-02
PERSON_00448,ORG_0014,Software Analyst,2023-01-03,
PERSON_00449,ORG_0050,Courier Supervisor,2024-12-06,
PERSON_00450,ORG_0049,Clerk,2020-01-01,2023-01-20
PERSON_00450,ORG_0042,Sales Executive,2023-01-21,
