travel_id,person_id,date,mode,origin,destination
TRV_0373,PERSON_00320,2026-05-28,Train,Vadodara,Hyderabad
TRV_0374,PERSON_00198,2026-06-01,Car,Madurai,Dhanbad
TRV_0375,PERSON_00274,2024-09-04,Train,Thiruvananthapuram,Lucknow
TRV_0376,PERSON_00224,2021-12-09,Taxi,Rourkela,Patna
TRV_0377,PERSON_00153,2025-02-25,Train,Mysuru,Madurai
TRV_0378,PERSON_00220,2023-06-20,Bus,Cuttack,Madurai
TRV_0379,PERSON_00374,2024-12-23,Bus,Lucknow,Visakhapatnam
TRV_0380,PERSON_00144,2024-11-05,Flight,Ludhiana,Howrah
TRV_0381,PERSON_00344,2025-04-10,Taxi,Coimbatore,Jamshedpur
TRV_0382,PERSON_00316,2023-12-13,Bus,Cuttack,Guntur
TRV_0383,PERSON_00316,2021-11-27,Car,Noida,Coimbatore
TRV_0384,PERSON_00073,2024-06-23,Flight,Ludhiana,Kolkata
TRV_0385,PERSON_00413,2023-08-11,Car,Patna,Nashik
TRV_0386,PERSON_00024,2024-12-16,Bus,Visakhapatnam,Gaya
TRV_0387,PERSON_00407,2022-11-02,Bus,Mohali,Madurai
TRV_0388,PERSON_00236,2023-03-07,Car,Kochi,Jaipur
TRV_0389,PERSON_00124,2023-05-16,Car,Howrah,Mumbai
TRV_0390,PERSON_00430,2022-01-09,Bus,Mysuru,Delhi
TRV_0391,PERSON_00279,2025-05-05,Taxi,Thiruvananthapuram,Vadodara
TRV_0392,PERSON_00286,2026-02-28,Flight,Delhi,Jabalpur
TRV_0393,PERSON_00384,2025-07-26,Train,Hubballi,Kota
TRV_0394,PERSON_00237,2024-08-12,Taxi,Indore,Nashik
TRV_0395,PERSON_00047,2025-08-02,Train,Surat,Delhi
TRV_0396,PERSON_00187,2025-02-23,Bus,Dhanbad,Mysuru
TRV_0397,PERSON_00364,2021-10-24,Train,Jabalpur,Ghaziabad
TRV_0398,PERSON_00145,2023-06-24,Taxi,Nashik,Muzaffarpur
TRV_0399,PERSON_00050,2026-04-10,Car,Jamshedpur,Kochi
TRV_0400,PERSON_00158,2023-09-03,Flight,Vadodara,Visakhapatnam
